#dom1	dom2	phyletic_Jij	known_interaction	dom1_description	dom2_description
PF00056  PF02866  1.503683912946213   1	lactate/malate dehydrogenase, NAD binding domain	lactate/malate dehydrogenase, alpha/beta C-terminal domain
PF01867  PF09827  1.4835809234084922  1	CRISPR associated protein Cas1	CRISPR associated protein Cas2
PF02669  PF03814  1.4790469031626428  0	K+-transporting ATPase, c chain	Potassium-transporting ATPase A subunit
PF09371  PF16921  1.474846075525896   1	Tex-like protein N-terminal domain	Tex protein YqgF-like domain
PF03235  PF07510  1.4747472504266765  1	Protein of unknown function DUF262	Protein of unknown function (DUF1524)
PF02589  PF11870  1.4643016792280479  1	LUD domain	Domain of unknown function (DUF3390)
PF00078  PF08388  1.4584286503847865  1	Reverse transcriptase (RNA-dependent DNA polymerase)	Group II intron, maturase-specific domain
PF01447  PF02868  1.4570387331158297  1	Thermolysin metallopeptidase, catalytic domain	Thermolysin metallopeptidase, alpha-helical domain
PF00390  PF03949  1.4563523457163319  1	Malic enzyme, N-terminal domain	Malic enzyme, NAD binding domain
PF03632  PF03633  1.4514287806274808  1	Glycosyl hydrolase family 65 central catalytic domain	Glycosyl hydrolase family 65, C-terminal domain
PF09967  PF13203  1.44679074531352    1	VWA-like domain (DUF2201)	Putative metallopeptidase domain
PF04039  PF13244  1.4450351184197188  1	Domain related to MnhB subunit of Na+/H+ antiporter	Domain of unknown function (DUF4040)
PF06738  PF12821  1.4334745994240574  1	Putative threonine/serine exporter	Threonine/Serine exporter, ThrE
PF03435  PF16653  1.4313102213764948  1	Saccharopine dehydrogenase NADP binding domain	Saccharopine dehydrogenase C-terminal domain
PF04290  PF06808  1.4277215861813568  1	Tripartite ATP-independent periplasmic transporters, DctQ component	Tripartite ATP-independent periplasmic transporter, DctM component
PF01385  PF12323  1.4257718843670533  1	Probable transposase	Helix-turn-helix domain
PF07394  PF08811  1.4189293561565401  0	Protein of unknown function (DUF1501)	Protein of unknown function (DUF1800)
PF03633  PF03636  1.417126617350652   1	Glycosyl hydrolase family 65, C-terminal domain	Glycosyl hydrolase family 65, N-terminal domain
PF01262  PF05222  1.4072688809529252  1	Alanine dehydrogenase/PNT, C-terminal domain	Alanine dehydrogenase/PNT, N-terminal domain
PF06165  PF17167  1.4072445725996705  1	Glycosyltransferase family 36	Glycosyl hydrolase 36 superfamily, catalytic domain
PF13549  PF13607  1.3971883728703212  1	ATP-grasp domain	Succinyl-CoA ligase like flavodoxin domain
PF02836  PF02837  1.3969841852517564  1	Glycosyl hydrolases family 2, TIM barrel domain	Glycosyl hydrolases family 2, sugar binding domain
PF01526  PF13700  1.392974029760536   1	Tn3 transposase DDE domain	Domain of unknown function (DUF4158)
PF05598  PF13751  1.385405229714825   1	Transposase domain (DUF772)	Transposase DDE domain
PF00732  PF05199  1.3793351718918316  1	GMC oxidoreductase	GMC oxidoreductase
PF01970  PF07331  1.3763332115938771  1	Tripartite tricarboxylate transporter TctA family	Tripartite tricarboxylate transporter TctB family
PF12034  PF12450  1.3648810295430083  1	Domain of unknown function (DUF3520)	von Willebrand factor
PF02129  PF08530  1.3639587329571972  1	X-Pro dipeptidyl-peptidase (S15 family)	X-Pro dipeptidyl-peptidase C-terminal non-catalytic domain
PF01717  PF08267  1.3628832609722408  1	Cobalamin-independent synthase, Catalytic domain	Cobalamin-independent synthase, N-terminal domain
PF03445  PF10335  1.3625934460015596  1	Putative nucleotidyltransferase DUF294	Putative nucleotidyltransferase substrate binding domain
PF00479  PF02781  1.3618245357018455  1	Glucose-6-phosphate dehydrogenase, NAD binding domain	Glucose-6-phosphate dehydrogenase, C-terminal domain
PF03894  PF09363  1.3580749476912137  1	D-xylulose 5-phosphate/D-fructose 6-phosphate phosphoketolase	XFP C-terminal domain
PF09363  PF09364  1.349812187015596   1	XFP C-terminal domain	XFP N-terminal domain
PF03480  PF06808  1.3444741737736612  1	Bacterial extracellular solute-binding protein, family 7	Tripartite ATP-independent periplasmic transporter, DctM component
PF02233  PF12769  1.344122859695263   0	NAD(P) transhydrogenase beta subunit	4TM region of pyridine nucleotide transhydrogenase, mitoch
PF09359  PF16316  1.34153148550405    0	VTC domain	Domain of unknown function (DUF4956)
PF02056  PF11975  1.3338969633336677  1	Family 4 glycosyl hydrolase	Family 4 glycosyl hydrolase C-terminal domain
PF08348  PF13309  1.3280425695290763  1	YheO-like PAS domain	HTH domain
PF02538  PF05378  1.3278522724178674  1	Hydantoinase B/oxoprolinase	Hydantoinase/oxoprolinase N-terminal region
PF01769  PF03448  1.3275322449690456  1	Divalent cation transporter	MgtE intracellular N domain
PF02806  PF02922  1.3275122756791302  1	Alpha amylase, C-terminal all-beta domain	Carbohydrate-binding module 48 (Isoamylase N-terminal domain)
PF08659  PF16197  1.327506835039852   1	KR domain	Ketoacyl-synthetase C-terminal extension
PF01614  PF09339  1.326407646971696   1	Bacterial transcriptional regulator	IclR helix-turn-helix domain
PF07282  PF12323  1.3260368944566783  1	Putative transposase DNA-binding domain	Helix-turn-helix domain
PF01074  PF09261  1.3251999436340594  1	Glycosyl hydrolases family 38 N-terminal domain	Alpha mannosidase middle domain
PF00394  PF07731  1.3156870528501101  1	Multicopper oxidase	Multicopper oxidase
PF13542  PF14690  1.3139594446055538  1	Helix-turn-helix domain of transposase family ISL3	zinc-finger of transposase IS204/IS1001/IS1096/IS1165
PF00251  PF08244  1.311964446261237   1	Glycosyl hydrolases family 32 N-terminal domain	Glycosyl hydrolases family 32 C terminal
PF02665  PF14711  1.3090392186140063  0	Nitrate reductase gamma subunit	Respiratory nitrate reductase beta C-terminal
PF04168  PF14403  1.308285334514284   1	A predicted alpha-helical domain with a conserved ER motif.	Circularly permuted ATP-grasp type 2
PF00195  PF02797  1.3066283159963679  1	Chalcone and stilbene synthases, N-terminal domain	Chalcone and stilbene synthases, C-terminal domain
PF01431  PF05649  1.2988860423760884  1	Peptidase family M13	Peptidase family M13
PF02503  PF13089  1.2967999566741788  1	Polyphosphate kinase middle domain	Polyphosphate kinase N-terminal domain
PF03831  PF08274  1.2960456282000603  1	PhnA domain	PhnA Zinc-Ribbon
PF01882  PF07726  1.2938561709420837  1	Protein of unknown function DUF58	ATPase family associated with various cellular activities (AAA)
PF06742  PF06863  1.292313323934099   1	Protein of unknown function (DUF1214)	Protein of unknown function (DUF1254)
PF01074  PF07748  1.287035507124736   1	Glycosyl hydrolases family 38 N-terminal domain	Glycosyl hydrolases family 38 C-terminal domain
PF03401  PF07331  1.2851381884878739  0	Tripartite tricarboxylate transporter family receptor	Tripartite tricarboxylate transporter TctB family
PF00370  PF02782  1.2814645342570594  1	FGGY family of carbohydrate kinases, N-terminal domain	FGGY family of carbohydrate kinases, C-terminal domain
PF07940  PF16889  1.278039638834613   1	Heparinase II/III-like protein	Heparinase II/III N-terminus
PF02626  PF03746  1.2775747963549147  1	Carboxyltransferase domain, subdomain A and B	LamB/YcsF family
PF01970  PF03401  1.2722171584558075  0	Tripartite tricarboxylate transporter TctA family	Tripartite tricarboxylate transporter family receptor
PF07836  PF09290  1.2721471968330986  1	DmpG-like communication domain	Prokaryotic acetaldehyde dehydrogenase, dimerisation
PF02682  PF03746  1.269022598788451   1	Carboxyltransferase domain, subdomain C and D	LamB/YcsF family
PF02503  PF13090  1.2672669969779096  1	Polyphosphate kinase middle domain	Polyphosphate kinase C-terminal domain
PF13089  PF13090  1.265787917790953   1	Polyphosphate kinase N-terminal domain	Polyphosphate kinase C-terminal domain
PF01610  PF13542  1.2580807578867457  1	Transposase	Helix-turn-helix domain of transposase family ISL3
PF05838  PF09374  1.2568246842399153  1	Glycosyl hydrolase 108	Predicted Peptidoglycan domain
PF00703  PF02837  1.2561881082469357  1	Glycosyl hydrolases family 2	Glycosyl hydrolases family 2, sugar binding domain
PF00081  PF02777  1.2561512325013475  1	Iron/manganese superoxide dismutases, alpha-hairpin domain	Iron/manganese superoxide dismutases, C-terminal domain
PF04168  PF08379  1.2545618581007663  0	A predicted alpha-helical domain with a conserved ER motif.	Bacterial transglutaminase-like N-terminal region
PF00891  PF16864  1.25445960098405    1	O-methyltransferase	Dimerisation domain
PF00728  PF02838  1.2521294321896692  1	Glycosyl hydrolase family 20, catalytic domain	Glycosyl hydrolase family 20, domain 2
PF04865  PF04984  1.2480058591666878  0	Baseplate J-like protein	Phage tail sheath protein
PF00455  PF08220  1.2461820877942964  1	DeoR C terminal sensor domain	DeoR-like helix-turn-helix domain
PF07927  PF15919  1.2397350088511714  1	HicA toxin of bacterial toxin-antitoxin,	HicB_like antitoxin of bacterial toxin-antitoxin system
PF00725  PF02737  1.2356111232708198  1	3-hydroxyacyl-CoA dehydrogenase, C-terminal domain	3-hydroxyacyl-CoA dehydrogenase, NAD binding domain
PF00108  PF02803  1.2303045227299492  1	Thiolase, N-terminal domain	Thiolase, C-terminal domain
PF03841  PF09107  1.2289014883741243  0	L-seryl-tRNA selenium transferase	Elongation factor SelB, winged helix
PF02746  PF13378  1.226335614881738   1	Mandelate racemase / muconate lactonizing enzyme, N-terminal domain	Enolase C-terminal domain-like
PF09423  PF16655  1.2235959723747967  1	PhoD-like phosphatase	PhoD-like phosphatase, N-terminal domain
PF01527  PF13276  1.2228369340821565  1	Transposase	HTH-like domain
PF00941  PF03450  1.2185580376128913  1	FAD binding domain in molybdopterin dehydrogenase	CO dehydrogenase flavoprotein C-terminal domain
PF05161  PF13660  1.2182545981277997  1	MOFRL family	Domain of unknown function (DUF4147)
PF08659  PF14765  1.2181219787132282  1	KR domain	Polyketide synthase dehydratase
PF14863  PF14864  1.2173968498474594  1	Alkyl sulfatase dimerisation	Alkyl sulfatase C-terminal
PF07748  PF09261  1.2147446525516434  1	Glycosyl hydrolases family 38 C-terminal domain	Alpha mannosidase middle domain
PF01899  PF03334  1.211482003625449   1	Na+/H+ ion antiporter subunit	Na+/H+ antiporter subunit
PF02610  PF11762  1.210195649406948   1	L-arabinose isomerase	L-arabinose isomerase C-terminal domain
PF00394  PF07732  1.2092755414417917  1	Multicopper oxidase	Multicopper oxidase
PF02669  PF02702  1.2079033895678055  0	K+-transporting ATPase, c chain	Osmosensitive K+ channel His kinase sensor domain
PF00360  PF08446  1.2075906450399214  1	Phytochrome region	PAS fold
PF02733  PF02734  1.2072163194817027  1	Dak1 domain	DAK2 domain
PF00358  PF00367  1.2005447151785928  1	phosphoenolpyruvate-dependent sugar phosphotransferase system, EIIA 1	phosphotransferase system, EIIB
PF00703  PF02836  1.1948281442145365  1	Glycosyl hydrolases family 2	Glycosyl hydrolases family 2, TIM barrel domain
PF02702  PF03814  1.191850341595589   0	Osmosensitive K+ channel His kinase sensor domain	Potassium-transporting ATPase A subunit
PF00547  PF00699  1.189665140671134   1	Urease, gamma subunit	Urease beta subunit
PF02625  PF13478  1.188977601313563   1	XdhC and CoxI family	XdhC Rossmann domain
PF01968  PF02538  1.1877129715148378  1	Hydantoinase/oxoprolinase	Hydantoinase B/oxoprolinase
PF02424  PF04205  1.1864365824881995  1	ApbE family	FMN-binding domain
PF04986  PF14319  1.1847422389662432  1	Putative transposase	Transposase zinc-binding domain
PF01325  PF02742  1.183752614081752   1	Iron dependent repressor, N-terminal DNA binding domain	Iron dependent repressor, metal binding and dimerisation domain
PF08497  PF11842  1.181227065137422   1	Radical SAM N-terminal	Domain of unknown function (DUF3362)
PF05114  PF09836  1.1809375499023331  1	Protein of unknown function (DUF692)	Putative DNA-binding domain
PF05107  PF09709  1.1768232441769568  0	CRISPR-associated protein Cas7	CRISPR-associated protein (Cas_Csd1)
PF02384  PF12161  1.1734164664368014  1	N-6 DNA Methylase	HsdM N-terminal domain
PF00936  PF03319  1.1709216615267741  0	BMC domain	Ethanolamine utilisation protein EutN/carboxysome
PF13555  PF13835  1.1696589644855693  0	P-loop containing region of AAA domain	Domain of unknown function (DUF4194)
PF01899  PF04039  1.1676285138467029  1	Na+/H+ ion antiporter subunit	Domain related to MnhB subunit of Na+/H+ antiporter
PF03334  PF13244  1.1664062566991988  1	Na+/H+ antiporter subunit	Domain of unknown function (DUF4040)
PF08379  PF14403  1.1651760290065631  0	Bacterial transglutaminase-like N-terminal region	Circularly permuted ATP-grasp type 2
PF05138  PF06243  1.1648161755486381  0	Phenylacetic acid catabolic protein	Phenylacetic acid degradation B
PF00207  PF01835  1.1644530113980236  1	Alpha-2-macroglobulin family	MG2 domain
PF03334  PF04039  1.1634663931395037  0	Na+/H+ antiporter subunit	Domain related to MnhB subunit of Na+/H+ antiporter
PF00268  PF00317  1.1632467915742875  1	Ribonucleotide reductase, small chain	Ribonucleotide reductase, all-alpha domain
PF03050  PF13005  1.1616444097309362  1	Transposase IS66 family	zinc-finger binding domain of transposase IS66
PF01420  PF02384  1.159826979244623   1	Type I restriction modification DNA specificity domain	N-6 DNA Methylase
PF01730  PF01774  1.1596195210959221  1	UreF	UreD urease accessory protein
PF03432  PF05713  1.1586798005865209  0	Relaxase/Mobilisation nuclease domain	Bacterial mobilisation protein (MobC)
PF08808  PF09722  1.1584318208204036  0	RES domain	Protein of unknown function (DUF2384)
PF05973  PF13744  1.1579179729839002  0	Phage derived protein Gp49-like (DUF891)	Helix-turn-helix domain
PF09925  PF14345  1.156963997621006   1	Predicted membrane protein (DUF2157)	GDYXXLXY protein
PF00668  PF00975  1.1567626312657457  1	Condensation domain	Thioesterase domain
PF16188  PF16189  1.1566531080416933  1	C-terminal region of peptidase_M24	Creatinase/Prolidase N-terminal domain
PF04860  PF05065  1.1559657923788622  0	Phage portal protein	Phage capsid family
PF00982  PF02358  1.1539328790408596  1	Glycosyltransferase family 20	Trehalose-phosphatase
PF00449  PF00547  1.1522317541120044  1	Urease alpha-subunit, N-terminal domain	Urease, gamma subunit
PF01899  PF13244  1.1493946869687797  1	Na+/H+ ion antiporter subunit	Domain of unknown function (DUF4040)
PF04183  PF06276  1.1484631376119416  1	IucA / IucC family	Ferric iron reductase FhuF-like transporter
PF00766  PF01012  1.1473222351964665  1	Electron transfer flavoprotein FAD-binding domain	Electron transfer flavoprotein domain
PF02449  PF08532  1.1448850313032246  1	Beta-galactosidase	Beta-galactosidase trimerisation domain
PF00145  PF03852  1.1424363052504682  0	C-5 cytosine-specific DNA methylase	DNA mismatch endonuclease Vsr
PF01799  PF02738  1.1401902376103916  1	[2Fe-2S] binding domain	Molybdopterin-binding domain of aldehyde dehydrogenase
PF06202  PF14742  1.1363712175992533  1	Amylo-alpha-1,6-glucosidase	N-terminal domain of (some) glycogen debranching enzymes
PF09382  PF16124  1.135195911628288   1	RQC domain	RecQ zinc-binding
PF16874  PF16875  1.1315647166278398  1	Glycosyl hydrolase family 36 C-terminal domain	Glycosyl hydrolase family 36 N-terminal domain
PF00376  PF09278  1.1224937603579919  1	MerR family regulatory protein	MerR, DNA binding
PF05136  PF05876  1.1212570492447789  0	Phage portal protein, lambda family	Phage terminase large subunit (GpA)
PF00950  PF01297  1.1211482413139917  1	ABC 3 transport family	Zinc-uptake complex component A periplasmic
PF02814  PF05194  1.1143177306075693  1	UreE urease accessory protein, N-terminal domain	UreE urease accessory protein, C-terminal domain
PF00984  PF03721  1.1142071735457062  1	UDP-glucose/GDP-mannose dehydrogenase family, central domain	UDP-glucose/GDP-mannose dehydrogenase family, NAD binding domain
PF06832  PF11974  1.1128143248576077  0	Penicillin-Binding Protein C-terminus Family	Alpha-2-macroglobulin MG1 domain
PF01032  PF01497  1.1123948289127732  1	FecCD transport family	Periplasmic binding protein
PF04066  PF13244  1.1121558293559164  1	Multiple resistance and pH regulation protein F (MrpF / PhaF)	Domain of unknown function (DUF4040)
PF04039  PF04066  1.1117355230219415  0	Domain related to MnhB subunit of Na+/H+ antiporter	Multiple resistance and pH regulation protein F (MrpF / PhaF)
PF02929  PF16353  1.1114159113810134  1	Beta galactosidase small chain	Domain of unknown function(DUF4981)
PF06149  PF06166  1.1101305198845541  0	Protein of unknown function (DUF969)	Protein of unknown function (DUF979)
PF01642  PF03308  1.1079301087047853  1	Methylmalonyl-CoA mutase	ArgK protein
PF00207  PF07703  1.105713506391255   1	Alpha-2-macroglobulin family	Alpha-2-macroglobulin family N-terminal region
PF00449  PF00699  1.1041951258047926  1	Urease alpha-subunit, N-terminal domain	Urease beta subunit
PF02055  PF17189  1.100676259433065   1	Glycosyl hydrolase family 30 TIM-barrel domain	Glycosyl hydrolase family 30 beta sandwich domain
PF02283  PF02654  1.095900901960004   0	Cobinamide kinase / cobinamide phosphate guanyltransferase	Cobalamin-5-phosphate synthase
PF07171  PF07364  1.0943029037759544  1	MlrC C-terminus	Metallopeptidase family M81
PF03288  PF08706  1.0927068488491076  1	Poxvirus D5 protein-like	D5 N terminal like
PF01899  PF04066  1.091316359780889   1	Na+/H+ ion antiporter subunit	Multiple resistance and pH regulation protein F (MrpF / PhaF)
PF00239  PF07508  1.0856230211916478  1	Resolvase, N terminal domain	Recombinase
PF07143  PF17186  1.0813339142625216  1	CrtC N-terminal lipocalin domain	Lipocalin-like domain
PF14399  PF16169  1.0796927055537289  1	Butirosin biosynthesis protein H, N-terminal	Domain of unknown function (DUF4872)
PF02678  PF05726  1.0772996778241932  1	Pirin	Pirin C-terminal cupin domain
PF02065  PF16875  1.072499486985756   1	Melibiase	Glycosyl hydrolase family 36 N-terminal domain
PF03180  PF09383  1.0723454573881952  0	NLPA lipoprotein	NIL domain
PF00665  PF13276  1.0710950130358285  1	Integrase core domain	HTH-like domain
PF05717  PF13007  1.067826842663133   0	IS66 Orf2 like protein	Transposase C of IS166 homeodomain
PF01384  PF01865  1.0642143097542573  0	Phosphate transporter family	Protein of unknown function DUF47
PF10387  PF13711  1.0622566562481548  1	Protein of unknown function (DUF2442)	Domain of unknown function (DUF4160)
PF01068  PF04679  1.0596590462529507  1	ATP dependent DNA ligase domain	ATP dependent DNA ligase C terminal region
PF13340  PF13586  1.0590605055532398  1	Putative transposase of IS4/5 family (DUF4096)	Transposase DDE domain
PF04954  PF08021  1.0590159185235626  1	Siderophore-interacting protein	Siderophore-interacting FAD-binding domain
PF01558  PF01855  1.0578748095432586  1	Pyruvate ferredoxin/flavodoxin oxidoreductase	Pyruvate flavodoxin/ferredoxin oxidoreductase, thiamine diP-bdg
PF00670  PF05221  1.0565295379104056  1	S-adenosyl-L-homocysteine hydrolase, NAD binding domain	S-adenosyl-L-homocysteine hydrolase
PF01455  PF01924  1.0540135735416722  1	HupF/HypC family	Hydrogenase formation hypA family
PF04443  PF05893  1.0499110631614381  1	Acyl-protein synthetase, LuxE	Acyl-CoA reductase (LuxC)
PF03334  PF04066  1.048306671178786   0	Na+/H+ antiporter subunit	Multiple resistance and pH regulation protein F (MrpF / PhaF)
PF04397  PF06580  1.0456253913522724  0	LytTr DNA-binding domain	Histidine kinase
PF00547  PF01774  1.039944546934747   1	Urease, gamma subunit	UreD urease accessory protein
PF00016  PF02788  1.0332028336257248  1	Ribulose bisphosphate carboxylase large chain, catalytic domain	Ribulose bisphosphate carboxylase large chain, N-terminal domain
PF01835  PF07703  1.0313719576633127  1	MG2 domain	Alpha-2-macroglobulin family N-terminal region
PF13005  PF13007  1.0310138333474081  1	zinc-finger binding domain of transposase IS66	Transposase C of IS166 homeodomain
PF03275  PF13450  1.0305572469189341  1	UDP-galactopyranose mutase	NAD(P)-binding Rossmann-like domain
PF03050  PF13817  1.0302130435462065  1	Transposase IS66 family	IS66 C-terminal element
PF14765  PF16197  1.029812266857632   1	Polyketide synthase dehydratase	Ketoacyl-synthetase C-terminal extension
PF01564  PF02675  1.0286709897362947  1	Spermine/spermidine synthase	S-adenosylmethionine decarboxylase
PF01924  PF07503  1.0283198210487028  0	Hydrogenase formation hypA family	HypF finger
PF01729  PF02749  1.027870192975947   1	Quinolinate phosphoribosyl transferase, C-terminal domain	Quinolinate phosphoribosyl transferase, N-terminal domain
PF01930  PF09827  1.0277237406105666  0	Domain of unknown function DUF83	CRISPR associated protein Cas2
PF00984  PF03720  1.0239721481075112  1	UDP-glucose/GDP-mannose dehydrogenase family, central domain	UDP-glucose/GDP-mannose dehydrogenase family, UDP binding domain
PF00142  PF00148  1.0221415072498772  1	4Fe-4S iron sulfur cluster binding proteins, NifH/frxC family	Nitrogenase component 1 type Oxidoreductase
PF00359  PF02302  1.020922818743477   1	Phosphoenolpyruvate-dependent sugar phosphotransferase system, EIIA 2	PTS system, Lactose/Cellobiose specific IIB subunit
PF07848  PF08223  1.0205801466766375  1	PaaX-like protein	PaaX-like protein C-terminal domain
PF07336  PF11706  1.0175912438355568  1	Putative stress-induced transcription regulator	CGNR zinc finger
PF05621  PF06527  1.0167817930225092  0	Bacterial TniB protein	TniQ
PF11188  PF13443  1.0166882187105386  0	Protein of unknown function (DUF2975)	Cro/C1-type HTH DNA-binding domain
PF02348  PF03102  1.0164649628438642  1	Cytidylyltransferase	NeuB family
PF01855  PF17147  1.01581544057697    1	Pyruvate flavodoxin/ferredoxin oxidoreductase, thiamine diP-bdg	Pyruvate:ferredoxin oxidoreductase core domain II
PF04422  PF04432  1.011538731262486   1	Coenzyme F420 hydrogenase/dehydrogenase, beta subunit N-term	Coenzyme F420 hydrogenase/dehydrogenase, beta subunit C terminus
PF00374  PF01455  1.009916066269526   1	Nickel-dependent hydrogenase	HupF/HypC family
PF00547  PF01730  1.0095984392475152  0	Urease, gamma subunit	UreF
PF01077  PF03460  1.0085432218506352  1	Nitrite and sulphite reductase 4Fe-4S domain	Nitrite/Sulfite reductase ferredoxin-like half domain
PF00699  PF01774  1.0082134743562543  1	Urease beta subunit	UreD urease accessory protein
PF03720  PF03721  1.0073987962127806  1	UDP-glucose/GDP-mannose dehydrogenase family, UDP binding domain	UDP-glucose/GDP-mannose dehydrogenase family, NAD binding domain
PF00449  PF01774  1.0070661117305932  0	Urease alpha-subunit, N-terminal domain	UreD urease accessory protein
PF00759  PF02927  1.0067894408020814  1	Glycosyl hydrolase family 9	Cellulase N-terminal ig-like domain
PF00545  PF01337  1.0066902528708623  1	ribonuclease	Barstar (barnase inhibitor)
PF09107  PF12390  1.0053768894409525  0	Elongation factor SelB, winged helix	Selenocysteine synthase N terminal
PF01867  PF09704  1.0038059321593937  0	CRISPR associated protein Cas1	CRISPR-associated protein (Cas_Cas5)
PF01750  PF14720  1.0028589070961507  1	Hydrogenase maturation protease	NiFe/NiFeSe hydrogenase small subunit C-terminal
PF05861  PF06007  1.0014239985321993  0	Bacterial phosphonate metabolism protein (PhnI)	Phosphonate metabolism protein PhnJ
PF01964  PF13667  1.0014170874974002  1	Radical SAM ThiC family	ThiC-associated domain
PF04234  PF05425  1.000472256243436   1	CopC domain	Copper resistance protein D
