#dom1	dom2	phyletic_Jij	known_interaction	dom1_description	dom2_description
PF02746  PF13378  0.625149957905976    1	Mandelate racemase / muconate lactonizing enzyme, N-terminal domain	Enolase C-terminal domain-like
PF05178  PF12936  0.6245096463824502   1	KRI1-like family	KRI1-like family C-terminal
PF00591  PF02885  0.6212657302704412   1	Glycosyl transferase family, a/b domain	Glycosyl transferase family, helical bundle domain
PF02268  PF02751  0.613948628438335    1	Transcription initiation factor IIA, gamma subunit, helical domain	Transcription initiation factor IIA, gamma subunit
PF01262  PF12769  0.6099511665644359   1	Alanine dehydrogenase/PNT, C-terminal domain	4TM region of pyridine nucleotide transhydrogenase, mitoch
PF00984  PF03720  0.6080068592994037   1	UDP-glucose/GDP-mannose dehydrogenase family, central domain	UDP-glucose/GDP-mannose dehydrogenase family, UDP binding domain
PF00078  PF12009  0.6065746902792961   1	Reverse transcriptase (RNA-dependent DNA polymerase)	Telomerase ribonucleoprotein complex - RNA binding domain
PF00510  PF02790  0.60447992994849     0	Cytochrome c oxidase subunit III	Cytochrome C oxidase subunit II, transmembrane domain
PF05833  PF11923  0.6028390333959421   1	Fibronectin-binding protein A N-terminus (FbpA)	Domain of unknown function (DUF3441)
PF00033  PF00510  0.602155128975443    1	Cytochrome b/b6/petB	Cytochrome c oxidase subunit III
PF14635  PF14878  0.5999616894228464   1	Helix-hairpin-helix motif	Death-like domain of SPT6
PF02055  PF17189  0.5956354939294879   1	Glycosyl hydrolase family 30 TIM-barrel domain	Glycosyl hydrolase family 30 beta sandwich domain
PF01262  PF02233  0.5933472629428134   1	Alanine dehydrogenase/PNT, C-terminal domain	NAD(P) transhydrogenase beta subunit
PF00033  PF00116  0.5928508435187114   0	Cytochrome b/b6/petB	Cytochrome C oxidase subunit II, periplasmic domain
PF00033  PF00119  0.5884171254442705   1	Cytochrome b/b6/petB	ATP synthase A chain
PF00420  PF00662  0.5831648076612379   1	NADH-ubiquinone/plastoquinone oxidoreductase chain 4L	NADH-Ubiquinone oxidoreductase (complex I), chain 5 N-terminus
PF06978  PF08170  0.5778889806374358   1	Ribonucleases P/MRP protein subunit POP1	POPLD (NUC188) domain
PF14745  PF14746  0.5766360697196278   1	WASH complex subunit 7, N-terminal	WASH complex subunit 7, C-terminal
PF00032  PF00510  0.5744297758112014   1	Cytochrome b(C-terminal)/b6/petD	Cytochrome c oxidase subunit III
PF00361  PF00507  0.5735978083994628   1	Proton-conducting membrane transporter	NADH-ubiquinone/plastoquinone oxidoreductase, chain 3
PF00116  PF00510  0.5732431735125988   1	Cytochrome C oxidase subunit II, periplasmic domain	Cytochrome c oxidase subunit III
PF00420  PF00507  0.5723584424682376   1	NADH-ubiquinone/plastoquinone oxidoreductase chain 4L	NADH-ubiquinone/plastoquinone oxidoreductase, chain 3
PF12807  PF13236  0.5719834424790353   1	Translation initiation factor eIF3 subunit 135	Clustered mitochondria
PF01134  PF13932  0.5717017406408871   1	Glucose inhibited division protein A	GidA associated domain
PF03720  PF03721  0.570086254881659    1	UDP-glucose/GDP-mannose dehydrogenase family, UDP binding domain	UDP-glucose/GDP-mannose dehydrogenase family, NAD binding domain
PF02836  PF02837  0.5670849990133122   1	Glycosyl hydrolases family 2, TIM barrel domain	Glycosyl hydrolases family 2, sugar binding domain
PF00146  PF00361  0.5665101070856366   1	NADH dehydrogenase	Proton-conducting membrane transporter
PF01087  PF02744  0.5556661732912527   1	Galactose-1-phosphate uridyl transferase, N-terminal domain	Galactose-1-phosphate uridyl transferase, C-terminal domain
PF01968  PF05378  0.545186629897832    1	Hydantoinase/oxoprolinase	Hydantoinase/oxoprolinase N-terminal region
PF00420  PF00499  0.5432472824792272   1	NADH-ubiquinone/plastoquinone oxidoreductase chain 4L	NADH-ubiquinone/plastoquinone oxidoreductase chain 6
PF09103  PF09169  0.5424691152731116   1	BRCA2, oligonucleotide/oligosaccharide-binding, domain 1	BRCA2, helical
PF00115  PF02790  0.5362969937646566   1	Cytochrome C and Quinol oxidase polypeptide I	Cytochrome C oxidase subunit II, transmembrane domain
PF12325  PF12329  0.5345402307441947   1	TATA element modulatory factor 1 TATA binding	TATA element modulatory factor 1 DNA binding
PF00174  PF03404  0.5319107552403515   1	Oxidoreductase molybdopterin binding domain	Mo-co oxidoreductase dimerisation domain
PF00032  PF00119  0.5306355562951979   0	Cytochrome b(C-terminal)/b6/petD	ATP synthase A chain
PF01149  PF06831  0.515715944563978    1	Formamidopyrimidine-DNA glycosylase N-terminal domain	Formamidopyrimidine-DNA glycosylase H2TH domain
PF00507  PF00510  0.5149722976276697   1	NADH-ubiquinone/plastoquinone oxidoreductase, chain 3	Cytochrome c oxidase subunit III
PF00032  PF00116  0.5129631907204353   0	Cytochrome b(C-terminal)/b6/petD	Cytochrome C oxidase subunit II, periplasmic domain
PF00116  PF00146  0.507829759270841    0	Cytochrome C oxidase subunit II, periplasmic domain	NADH dehydrogenase
PF00499  PF00662  0.5066834459530279   1	NADH-ubiquinone/plastoquinone oxidoreductase chain 6	NADH-Ubiquinone oxidoreductase (complex I), chain 5 N-terminus
PF01968  PF02538  0.5053713109057196   1	Hydantoinase/oxoprolinase	Hydantoinase B/oxoprolinase
PF14791  PF14792  0.5042492761310504   1	DNA polymerase beta thumb	DNA polymerase beta palm
PF02733  PF02734  0.503284531909896    1	Dak1 domain	DAK2 domain
PF00499  PF00510  0.5024634222999571   0	NADH-ubiquinone/plastoquinone oxidoreductase chain 6	Cytochrome c oxidase subunit III
PF10588  PF13510  0.5024340509059853   1	NADH-ubiquinone oxidoreductase-G iron-sulfur binding region	2Fe-2S iron-sulfur cluster binding domain
PF00116  PF00119  0.4993484327033279   0	Cytochrome C oxidase subunit II, periplasmic domain	ATP synthase A chain
PF04446  PF14413  0.4971855664874073   1	tRNAHis guanylyltransferase	Thg1 C terminal domain
PF00119  PF02790  0.49377315815        0	ATP synthase A chain	Cytochrome C oxidase subunit II, transmembrane domain
PF00199  PF06628  0.49168648242448587  1	Catalase	Catalase-related immune-responsive
PF05127  PF13718  0.49156814414556604  1	Helicase	GNAT acetyltransferase 2
PF05127  PF08351  0.4893896914976201   1	Helicase	Domain of unknown function (DUF1726)
PF00499  PF02790  0.4865245991814955   0	NADH-ubiquinone/plastoquinone oxidoreductase chain 6	Cytochrome C oxidase subunit II, transmembrane domain
PF00146  PF00510  0.4858815432501682   0	NADH dehydrogenase	Cytochrome c oxidase subunit III
PF10391  PF14792  0.48542552034404457  1	Fingers domain of DNA polymerase lambda	DNA polymerase beta palm
PF00115  PF00361  0.48483646970307276  1	Cytochrome C and Quinol oxidase polypeptide I	Proton-conducting membrane transporter
PF00115  PF00146  0.48324791306712855  0	Cytochrome C and Quinol oxidase polypeptide I	NADH dehydrogenase
PF00732  PF05199  0.48140670133933183  1	GMC oxidoreductase	GMC oxidoreductase
PF00361  PF00662  0.47892628847060914  1	Proton-conducting membrane transporter	NADH-Ubiquinone oxidoreductase (complex I), chain 5 N-terminus
PF02689  PF05970  0.47553917238113547  1	Helicase	PIF1-like helicase
PF00499  PF00507  0.4751054248620017   0	NADH-ubiquinone/plastoquinone oxidoreductase chain 6	NADH-ubiquinone/plastoquinone oxidoreductase, chain 3
PF00146  PF00662  0.4743597836373115   0	NADH dehydrogenase	NADH-Ubiquinone oxidoreductase (complex I), chain 5 N-terminus
PF04063  PF04064  0.4717328919067565   1	Domain of unknown function (DUF383)	Domain of unknown function (DUF384)
PF00507  PF00662  0.4700920884095672   0	NADH-ubiquinone/plastoquinone oxidoreductase, chain 3	NADH-Ubiquinone oxidoreductase (complex I), chain 5 N-terminus
PF00146  PF00499  0.46937151186199855  1	NADH dehydrogenase	NADH-ubiquinone/plastoquinone oxidoreductase chain 6
PF00033  PF00146  0.4680969084012514   1	Cytochrome b/b6/petB	NADH dehydrogenase
PF02538  PF05378  0.4677586500374431   1	Hydantoinase B/oxoprolinase	Hydantoinase/oxoprolinase N-terminal region
PF03542  PF11864  0.46670547649929633  1	Tuberin	Domain of unknown function (DUF3384)
PF03200  PF16923  0.4655400371421737   1	Glycosyl hydrolase family 63 C-terminal domain	Glycosyl hydrolase family 63 N-terminal domain
PF00361  PF00420  0.46532831266190905  1	Proton-conducting membrane transporter	NADH-ubiquinone/plastoquinone oxidoreductase chain 4L
PF00116  PF00361  0.4644295321659822   1	Cytochrome C oxidase subunit II, periplasmic domain	Proton-conducting membrane transporter
PF13236  PF15044  0.460587879305641    1	Clustered mitochondria	Mitochondrial function, CLU-N-term
PF00361  PF00510  0.45573818230054486  1	Proton-conducting membrane transporter	Cytochrome c oxidase subunit III
PF09371  PF16921  0.45523658098339037  1	Tex-like protein N-terminal domain	Tex protein YqgF-like domain
PF03453  PF03454  0.45369662796767884  1	MoeA N-terminal region (domain I and II)	MoeA C-terminal region (domain IV)
PF14701  PF14702  0.45369058601738177  1	Glycogen debranching enzyme, glucanotransferase domain	Central domain of human glycogen debranching enzyme
PF13167  PF16360  0.4533633624110513   1	GTP-binding GTPase N-terminal	GTP-binding GTPase Middle Region
PF00119  PF00420  0.45232030318251326  0	ATP synthase A chain	NADH-ubiquinone/plastoquinone oxidoreductase chain 4L
PF00033  PF02790  0.451901399813163    0	Cytochrome b/b6/petB	Cytochrome C oxidase subunit II, transmembrane domain
PF00119  PF00507  0.44864387902930025  0	ATP synthase A chain	NADH-ubiquinone/plastoquinone oxidoreductase, chain 3
PF08659  PF16197  0.44852345058353044  1	KR domain	Ketoacyl-synthetase C-terminal extension
PF13889  PF13915  0.4477748967823134   1	Chromosome segregation during meiosis	Domain of unknown function (DUF4210)
PF02676  PF08608  0.4472258933623902   0	Methyltransferase TYW3	Wyosine base formation
PF06202  PF14701  0.4469250061774157   1	Amylo-alpha-1,6-glucosidase	Glycogen debranching enzyme, glucanotransferase domain
PF01379  PF03900  0.4468338767717397   1	Porphobilinogen deaminase, dipyromethane cofactor binding domain	Porphobilinogen deaminase, C-terminal domain
PF00032  PF00662  0.44495371584855636  0	Cytochrome b(C-terminal)/b6/petD	NADH-Ubiquinone oxidoreductase (complex I), chain 5 N-terminus
PF08082  PF08083  0.44408302308608355  1	PRO8NT (NUC069), PrP8 N-terminal domain	PROCN (NUC071) domain
PF12807  PF15044  0.4435561662715346   1	Translation initiation factor eIF3 subunit 135	Mitochondrial function, CLU-N-term
PF01301  PF13364  0.44301983538496714  1	Glycosyl hydrolases family 35	Beta-galactosidase jelly roll domain
PF11380  PF17101  0.4427061543336449   1	Stealth protein CR2, conserved region 2	Stealth protein CR1, conserved region 1
PF00185  PF02729  0.4421924571482161   1	Aspartate/ornithine carbamoyltransferase, Asp/Orn binding domain	Aspartate/ornithine carbamoyltransferase, carbamoyl-P binding domain
PF00077  PF00665  0.44205809860556416  1	Retroviral aspartyl protease	Integrase core domain
PF01368  PF02833  0.44189848044885977  1	DHH family	DHHA2 domain
PF00119  PF00510  0.44181666709055667  0	ATP synthase A chain	Cytochrome c oxidase subunit III
PF15803  PF15805  0.4407208038523532   1	Zinc-finger of sodium channel modifier 1	Acidic C-terminal region of sodium channel modifier 1 SCNM1
PF08492  PF17004  0.4393689265895629   1	SRP72 RNA-binding domain	Putative TPR-like repeat
PF04990  PF04992  0.43917806207119425  1	RNA polymerase Rpb1, domain 7	RNA polymerase Rpb1, domain 6
PF06202  PF14702  0.43807987709894664  1	Amylo-alpha-1,6-glucosidase	Central domain of human glycogen debranching enzyme
PF00361  PF00499  0.437681932323738    1	Proton-conducting membrane transporter	NADH-ubiquinone/plastoquinone oxidoreductase chain 6
PF10597  PF10598  0.4370132748086402   1	U5-snRNA binding site 2 of PrP8	RNA recognition motif of the spliceosomal PrP8
PF00033  PF00361  0.4368608858698855   0	Cytochrome b/b6/petB	Proton-conducting membrane transporter
PF08351  PF13718  0.43679849829007283  1	Domain of unknown function (DUF1726)	GNAT acetyltransferase 2
PF00119  PF00146  0.4341665936899802   1	ATP synthase A chain	NADH dehydrogenase
PF13085  PF13534  0.4339146156484034   1	2Fe-2S iron-sulfur cluster binding domain	4Fe-4S dicluster domain
PF02678  PF05726  0.43315577251268794  1	Pirin	Pirin C-terminal cupin domain
PF00032  PF00361  0.4330920426703853   0	Cytochrome b(C-terminal)/b6/petD	Proton-conducting membrane transporter
PF00115  PF00662  0.43200994037418117  0	Cytochrome C and Quinol oxidase polypeptide I	NADH-Ubiquinone oxidoreductase (complex I), chain 5 N-terminus
PF14852  PF14853  0.43115526160379497  1	Fis1 N-terminal tetratricopeptide repeat	Fis1 C-terminal tetratricopeptide repeat
PF00033  PF00507  0.4305096798415369   0	Cytochrome b/b6/petB	NADH-ubiquinone/plastoquinone oxidoreductase, chain 3
PF14641  PF14878  0.4281380362895882   1	Helix-turn-helix DNA-binding domain of SPT6	Death-like domain of SPT6
PF11919  PF16507  0.42637058526529326  1	Domain of unknown function (DUF3437)	Proteasome-substrate-size regulator, mid region
PF00032  PF00507  0.4248983312617357   0	Cytochrome b(C-terminal)/b6/petD	NADH-ubiquinone/plastoquinone oxidoreductase, chain 3
PF00384  PF10588  0.4215552955349156   1	Molybdopterin oxidoreductase	NADH-ubiquinone oxidoreductase-G iron-sulfur binding region
PF00361  PF06455  0.41979670123491697  1	Proton-conducting membrane transporter	NADH dehydrogenase subunit 5 C-terminus
PF01512  PF10531  0.41767532734930113  1	Respiratory-chain NADH dehydrogenase 51 Kd subunit	SLBB domain
PF14222  PF14228  0.41660744155995433  1	Cell morphogenesis N-terminal	Cell morphogenesis central region
PF00146  PF02790  0.4155671202498713   0	NADH dehydrogenase	Cytochrome C oxidase subunit II, transmembrane domain
PF11732  PF16134  0.41178892235107944  1	Transcription- and export-related complex subunit	THO complex subunit 2 N-terminus
PF00078  PF00665  0.4113500729213555   1	Reverse transcriptase (RNA-dependent DNA polymerase)	Integrase core domain
PF13718  PF13725  0.4105184864403247   1	GNAT acetyltransferase 2	Possible tRNA binding domain
PF11380  PF17102  0.4095194369753071   1	Stealth protein CR2, conserved region 2	Stealth protein CR3, conserved region 3
PF00499  PF06455  0.4095038802410152   0	NADH-ubiquinone/plastoquinone oxidoreductase chain 6	NADH dehydrogenase subunit 5 C-terminus
PF00146  PF06455  0.40903576151809035  0	NADH dehydrogenase	NADH dehydrogenase subunit 5 C-terminus
PF00507  PF02790  0.406937370344566    0	NADH-ubiquinone/plastoquinone oxidoreductase, chain 3	Cytochrome C oxidase subunit II, transmembrane domain
PF04376  PF04377  0.406690024583221    1	Arginine-tRNA-protein transferase, N terminus	Arginine-tRNA-protein transferase, C terminus
PF00479  PF02781  0.4064908716666853   1	Glucose-6-phosphate dehydrogenase, NAD binding domain	Glucose-6-phosphate dehydrogenase, C-terminal domain
PF08659  PF14765  0.40585257260542046  1	KR domain	Polyketide synthase dehydratase
PF05127  PF13725  0.40513978121044614  1	Helicase	Possible tRNA binding domain
PF12836  PF16921  0.40509330460272175  1	Helix-hairpin-helix motif	Tex protein YqgF-like domain
PF10347  PF10351  0.404840191552438    1	RNA pol II promoter Fmp27 protein domain	Golgi-body localisation protein domain
PF08351  PF13725  0.4047374534541391   1	Domain of unknown function (DUF1726)	Possible tRNA binding domain
PF09668  PF12009  0.4042348535518433   0	Aspartyl protease	Telomerase ribonucleoprotein complex - RNA binding domain
PF14663  PF14668  0.40341511111868333  1	Rapamycin-insensitive companion of mTOR RasGEF_N domain	Rapamycin-insensitive companion of mTOR, domain 5
PF02806  PF02922  0.4030661694888729   1	Alpha amylase, C-terminal all-beta domain	Carbohydrate-binding module 48 (Isoamylase N-terminal domain)
PF15901  PF15902  0.4029914326094169   1	Sortilin, neurotensin receptor 3, C-terminal	Sortilin, neurotensin receptor 3,
PF12436  PF14533  0.4026245164375213   1	ICP0-binding domain of Ubiquitin-specific protease 7	Ubiquitin-specific protease C-terminal
PF00662  PF06455  0.40244471240412427  1	NADH-Ubiquinone oxidoreductase (complex I), chain 5 N-terminus	NADH dehydrogenase subunit 5 C-terminus
PF14635  PF14641  0.4013244357835588   1	Helix-hairpin-helix motif	Helix-turn-helix DNA-binding domain of SPT6
PF08083  PF10597  0.40083471908053003  1	PROCN (NUC071) domain	U5-snRNA binding site 2 of PrP8
PF09732  PF10312  0.39963849976997734  1	Cactus-binding C-terminus of cactin protein	Conserved mid region of cactin
PF00032  PF00146  0.3994001218484552   1	Cytochrome b(C-terminal)/b6/petD	NADH dehydrogenase
PF14694  PF14695  0.39923217974872055  1	Lines N-terminus	Lines C-terminus
PF01243  PF10590  0.39914440851387467  1	Pyridoxamine 5'-phosphate oxidase	Pyridoxine 5'-phosphate oxidase C-terminal dimerisation region
PF00032  PF00420  0.39843907322401945  0	Cytochrome b(C-terminal)/b6/petD	NADH-ubiquinone/plastoquinone oxidoreductase chain 4L
PF04557  PF04558  0.39540395675522033  1	Glutaminyl-tRNA synthetase, non-specific RNA binding region part 2	Glutaminyl-tRNA synthetase, non-specific RNA binding region part 1
PF00420  PF02790  0.394894533034146    0	NADH-ubiquinone/plastoquinone oxidoreductase chain 4L	Cytochrome C oxidase subunit II, transmembrane domain
PF10637  PF13661  0.39486783047739293  1	Oxoglutarate and iron-dependent oxygenase degradation C-term	2OG-Fe(II) oxygenase superfamily
PF00146  PF00507  0.39486446582133783  0	NADH dehydrogenase	NADH-ubiquinone/plastoquinone oxidoreductase, chain 3
PF14765  PF16197  0.39482938132853507  1	Polyketide synthase dehydratase	Ketoacyl-synthetase C-terminal extension
PF00119  PF00662  0.3948023731276371   0	ATP synthase A chain	NADH-Ubiquinone oxidoreductase (complex I), chain 5 N-terminus
PF11916  PF12755  0.39464558112332493  1	Vacuolar protein 14 C-terminal Fig4p binding	Vacuolar 14 Fab1-binding region
PF02170  PF02171  0.39353361775688933  1	PAZ domain	Piwi domain
PF14222  PF14225  0.39302604913488604  1	Cell morphogenesis N-terminal	Cell morphogenesis C-terminal
PF08393  PF12774  0.3925442973114516   1	Dynein heavy chain, N-terminal region 2	Hydrolytic ATP binding site of dynein motor region D1
PF10391  PF14791  0.392233646971477    1	Fingers domain of DNA polymerase lambda	DNA polymerase beta thumb
PF01381  PF08523  0.3915318239782555   1	Helix-turn-helix	Multiprotein bridging factor 1
PF00384  PF09326  0.3909151765917629   1	Molybdopterin oxidoreductase	NADH-ubiquinone oxidoreductase subunit G, C-terminal
PF00115  PF00119  0.3906539016885966   0	Cytochrome C and Quinol oxidase polypeptide I	ATP synthase A chain
PF01154  PF08540  0.3898721976976041   1	Hydroxymethylglutaryl-coenzyme A synthase N terminal	Hydroxymethylglutaryl-coenzyme A synthase C terminal
PF14676  PF14679  0.38945319824236485  1	FANCI solenoid 2	FANCI helical domain 1
PF00032  PF02790  0.38871370270693595  0	Cytochrome b(C-terminal)/b6/petD	Cytochrome C oxidase subunit II, transmembrane domain
PF05645  PF08221  0.38823850987534714  1	RNA polymerase III subunit RPC82	RNA polymerase III subunit RPC82 helix-turn-helix domain
PF10391  PF14716  0.3876870820048707   1	Fingers domain of DNA polymerase lambda	Helix-hairpin-helix domain
PF07574  PF08746  0.3875457478775931   1	Nse1 non-SMC component of SMC5-6 complex	RING-like domain
PF09765  PF11793  0.3868480440866637   1	WD-repeat region	FANCL C-terminal domain
PF10403  PF10405  0.38665594348996735  1	Rad4 beta-hairpin domain 1	Rad4 beta-hairpin domain 3
PF02637  PF02934  0.38520110106536287  1	GatB domain	GatB/GatE catalytic domain
PF00119  PF00499  0.3849038352792084   0	ATP synthase A chain	NADH-ubiquinone/plastoquinone oxidoreductase chain 6
PF00941  PF01799  0.38440715520928237  1	FAD binding domain in molybdopterin dehydrogenase	[2Fe-2S] binding domain
PF14225  PF14228  0.3840638290765139   1	Cell morphogenesis C-terminal	Cell morphogenesis central region
PF14676  PF14680  0.38331938576699365  1	FANCI solenoid 2	FANCI helical domain 2
PF05743  PF09454  0.38278332061325265  1	UEV domain	Vps23 core domain
PF01713  PF08590  0.3827116212572528   1	Smr domain	Domain of unknown function (DUF1771)
PF04734  PF17048  0.38167881830128364  1	Neutral/alkaline non-lysosomal ceramidase, N-terminal	Neutral/alkaline non-lysosomal ceramidase, C-terminal
PF14716  PF14792  0.3811526931537679   1	Helix-hairpin-helix domain	DNA polymerase beta palm
PF00703  PF02837  0.3796736895134673   1	Glycosyl hydrolases family 2	Glycosyl hydrolases family 2, sugar binding domain
PF03439  PF11942  0.3793101934745542   1	Early transcription elongation factor of RNA pol II, NGN section	Spt5 transcription elongation factor, acidic N-terminal
PF00115  PF00507  0.3789275728851057   0	Cytochrome C and Quinol oxidase polypeptide I	NADH-ubiquinone/plastoquinone oxidoreductase, chain 3
PF01321  PF16188  0.3788576299523882   1	Creatinase/Prolidase N-terminal domain	C-terminal region of peptidase_M24
PF10644  PF14881  0.37867598335765196  1	Misato Segment II tubulin-like domain	Tubulin domain
PF00384  PF13510  0.3773932922185192   1	Molybdopterin oxidoreductase	2Fe-2S iron-sulfur cluster binding domain
PF05206  PF11722  0.37690198338163483  1	Methyltransferase TRM13	CCCH zinc finger in TRM13 protein
PF14635  PF14639  0.3767260752091609   1	Helix-hairpin-helix motif	Holliday-junction resolvase-like of SPT6
PF11262  PF11732  0.3765815722516134   1	Transcription factor/nuclear export subunit protein 2	Transcription- and export-related complex subunit
PF08355  PF08356  0.37656764613329374  1	EF hand associated	EF hand associated
PF00146  PF00420  0.3719128196164094   0	NADH dehydrogenase	NADH-ubiquinone/plastoquinone oxidoreductase chain 4L
PF00077  PF13975  0.37078145450630245  1	Retroviral aspartyl protease	gag-polyprotein putative aspartyl protease
PF08084  PF12134  0.3704674428744137   1	PROCT (NUC072) domain	PRP8 domain IV core
PF00119  PF00361  0.3702644007065946   0	ATP synthase A chain	Proton-conducting membrane transporter
PF00941  PF03450  0.3690691471999376   1	FAD binding domain in molybdopterin dehydrogenase	CO dehydrogenase flavoprotein C-terminal domain
PF09088  PF09090  0.3687951480831957   1	MIF4G like	MIF4G like
PF00420  PF06455  0.36859319965603016  0	NADH-ubiquinone/plastoquinone oxidoreductase chain 4L	NADH dehydrogenase subunit 5 C-terminus
PF00116  PF00499  0.3685166062391881   0	Cytochrome C oxidase subunit II, periplasmic domain	NADH-ubiquinone/plastoquinone oxidoreductase chain 6
PF00033  PF00662  0.3683922721776487   0	Cytochrome b/b6/petB	NADH-Ubiquinone oxidoreductase (complex I), chain 5 N-terminus
PF12842  PF16415  0.36684451127776085  1	Domain of unknown function (DUF3819)	CCR4-NOT transcription complex subunit 1 CAF1-binding domain
PF00037  PF01020  0.36593160786077095  0	4Fe-4S binding domain	Ribosomal L40e family
PF10596  PF10597  0.3647390431272447   1	U6-snRNA interacting domain of PrP8	U5-snRNA binding site 2 of PrP8
PF04959  PF12066  0.36457861192228747  1	Arsenite-resistance protein 2	Domain of unknown function (DUF3546)
PF00329  PF00346  0.364194101549439    1	Respiratory-chain NADH dehydrogenase, 30 Kd subunit	Respiratory-chain NADH dehydrogenase, 49 Kd subunit
PF00115  PF06455  0.362805633950397    0	Cytochrome C and Quinol oxidase polypeptide I	NADH dehydrogenase subunit 5 C-terminus
PF01331  PF03919  0.36261661169973025  1	mRNA capping enzyme, catalytic domain	mRNA capping enzyme, C-terminal domain
PF08953  PF16300  0.3624327171462889   1	Domain of unknown function (DUF1899)	Type of WD40 repeat
PF01315  PF03450  0.36200969214040285  1	Aldehyde oxidase and xanthine dehydrogenase, a/b hammerhead domain	CO dehydrogenase flavoprotein C-terminal domain
PF00591  PF07831  0.36195994678639354  1	Glycosyl transferase family, a/b domain	Pyrimidine nucleoside phosphorylase C-terminal domain
PF00988  PF02787  0.3613182535615193   1	Carbamoyl-phosphate synthase small chain, CPSase domain	Carbamoyl-phosphate synthetase large chain, oligomerisation domain
PF10404  PF10405  0.36105376417231055  1	Rad4 beta-hairpin domain 2	Rad4 beta-hairpin domain 3
PF14675  PF14679  0.3608616934064818   1	FANCI solenoid 1	FANCI helical domain 1
PF02727  PF02728  0.3607188226168915   1	Copper amine oxidase, N2 domain	Copper amine oxidase, N3 domain
PF11262  PF16134  0.3605447127396826   1	Transcription factor/nuclear export subunit protein 2	THO complex subunit 2 N-terminus
PF01936  PF12872  0.36008913593545994  1	NYN domain	OST-HTH/LOTUS domain
PF00037  PF12009  0.35984790418325807  0	4Fe-4S binding domain	Telomerase ribonucleoprotein complex - RNA binding domain
