#dom1	dom2	phyletic_Jij	known_interaction	dom1_description	dom2_description
PF01717  PF08267  1.3224      1	Cobalamin-independent synthase, Catalytic domain	Cobalamin-independent synthase, N-terminal domain
PF12034  PF12450  1.3192      1	Domain of unknown function (DUF3520)	von Willebrand factor
PF01614  PF09339  1.3115      1	Bacterial transcriptional regulator	IclR helix-turn-helix domain
PF08348  PF13309  1.3041      1	YheO-like PAS domain	HTH domain
PF02233  PF12769  1.3011      1	NAD(P) transhydrogenase beta subunit	4TM region of pyridine nucleotide transhydrogenase, mitoch
PF03831  PF08274  1.2965      1	PhnA domain	PhnA Zinc-Ribbon
PF03480  PF04290  1.2916      1	Bacterial extracellular solute-binding protein, family 7	Tripartite ATP-independent periplasmic transporters, DctQ component
PF02669  PF03814  1.2842      0	K+-transporting ATPase, c chain	Potassium-transporting ATPase A subunit
PF02421  PF07664  1.262       1	Ferrous iron transport protein B	Ferrous iron transport protein B C terminus
PF07805  PF13657  1.2547      1	HipA-like N-terminal domain	HipA N-terminal domain
PF00081  PF02777  1.2485      1	Iron/manganese superoxide dismutases, alpha-hairpin domain	Iron/manganese superoxide dismutases, C-terminal domain
PF00982  PF02358  1.2337      1	Glycosyltransferase family 20	Trehalose-phosphatase
PF02746  PF13378  1.2266      1	Mandelate racemase / muconate lactonizing enzyme, N-terminal domain	Enolase C-terminal domain-like
PF07836  PF09290  1.2262      1	DmpG-like communication domain	Prokaryotic acetaldehyde dehydrogenase, dimerisation
PF02056  PF11975  1.2259      1	Family 4 glycosyl hydrolase	Family 4 glycosyl hydrolase C-terminal domain
PF00370  PF02782  1.222       1	FGGY family of carbohydrate kinases, N-terminal domain	FGGY family of carbohydrate kinases, C-terminal domain
PF00479  PF02781  1.2146      1	Glucose-6-phosphate dehydrogenase, NAD binding domain	Glucose-6-phosphate dehydrogenase, C-terminal domain
PF08497  PF11842  1.2076      1	Radical SAM N-terminal	Domain of unknown function (DUF3362)
PF07804  PF13657  1.1939      1	HipA-like C-terminal domain	HipA N-terminal domain
PF00936  PF03319  1.1868      1	BMC domain	Ethanolamine utilisation protein EutN/carboxysome
PF01385  PF12323  1.1814      1	Probable transposase	Helix-turn-helix domain
PF01325  PF02742  1.1789      1	Iron dependent repressor, N-terminal DNA binding domain	Iron dependent repressor, metal binding and dimerisation domain
PF02283  PF02654  1.1765      1	Cobinamide kinase / cobinamide phosphate guanyltransferase	Cobalamin-5-phosphate synthase
PF02610  PF11762  1.1754      1	L-arabinose isomerase	L-arabinose isomerase C-terminal domain
PF00725  PF02737  1.1622      1	3-hydroxyacyl-CoA dehydrogenase, C-terminal domain	3-hydroxyacyl-CoA dehydrogenase, NAD binding domain
PF02424  PF04205  1.1612      0	ApbE family	FMN-binding domain
PF14863  PF14864  1.1598      1	Alkyl sulfatase dimerisation	Alkyl sulfatase C-terminal
PF01642  PF03308  1.1579      1	Methylmalonyl-CoA mutase	ArgK protein
PF04290  PF06808  1.1559      1	Tripartite ATP-independent periplasmic transporters, DctQ component	Tripartite ATP-independent periplasmic transporter, DctM component
PF00455  PF08220  1.1557      1	DeoR C terminal sensor domain	DeoR-like helix-turn-helix domain
PF02836  PF02837  1.1474      1	Glycosyl hydrolases family 2, TIM barrel domain	Glycosyl hydrolases family 2, sugar binding domain
PF03632  PF03633  1.1473      1	Glycosyl hydrolase family 65 central catalytic domain	Glycosyl hydrolase family 65, C-terminal domain
PF01867  PF09704  1.1456      1	CRISPR associated protein Cas1	CRISPR-associated protein (Cas_Cas5)
PF01074  PF09261  1.1433      1	Glycosyl hydrolases family 38 N-terminal domain	Alpha mannosidase middle domain
PF02733  PF02734  1.1423      1	Dak1 domain	DAK2 domain
PF02806  PF02922  1.1415      1	Alpha amylase, C-terminal all-beta domain	Carbohydrate-binding module 48 (Isoamylase N-terminal domain)
PF09382  PF16124  1.1391      1	RQC domain	RecQ zinc-binding
PF07927  PF15919  1.1376      1	HicA toxin of bacterial toxin-antitoxin,	HicB_like antitoxin of bacterial toxin-antitoxin system
PF00108  PF02803  1.1365      1	Thiolase, N-terminal domain	Thiolase, C-terminal domain
PF00950  PF01297  1.1316      0	ABC 3 transport family	Zinc-uptake complex component A periplasmic
PF00394  PF07731  1.1308      1	Multicopper oxidase	Multicopper oxidase
PF00668  PF00975  1.1236      1	Condensation domain	Thioesterase domain
PF02503  PF13089  1.1167      1	Polyphosphate kinase middle domain	Polyphosphate kinase N-terminal domain
PF00268  PF00317  1.1128      1	Ribonucleotide reductase, small chain	Ribonucleotide reductase, all-alpha domain
PF01032  PF01497  1.1079      1	FecCD transport family	Periplasmic binding protein
PF00766  PF01012  1.1077      1	Electron transfer flavoprotein FAD-binding domain	Electron transfer flavoprotein domain
PF03633  PF03636  1.1075      1	Glycosyl hydrolase family 65, C-terminal domain	Glycosyl hydrolase family 65, N-terminal domain
PF04865  PF04965  1.1019      0	Baseplate J-like protein	Gene 25-like lysozyme
PF01074  PF07748  1.0983      1	Glycosyl hydrolases family 38 N-terminal domain	Glycosyl hydrolases family 38 C-terminal domain
PF02665  PF14711  1.0939      1	Nitrate reductase gamma subunit	Respiratory nitrate reductase beta C-terminal
PF01527  PF13276  1.0896      1	Transposase	HTH-like domain
PF00376  PF09278  1.085       1	MerR family regulatory protein	MerR, DNA binding
PF00145  PF03852  1.0845      1	C-5 cytosine-specific DNA methylase	DNA mismatch endonuclease Vsr
PF13089  PF13090  1.0817      1	Polyphosphate kinase N-terminal domain	Polyphosphate kinase C-terminal domain
PF02503  PF13090  1.0812      1	Polyphosphate kinase middle domain	Polyphosphate kinase C-terminal domain
PF04397  PF06580  1.0792      1	LytTr DNA-binding domain	Histidine kinase
PF02626  PF03746  1.0779      1	Carboxyltransferase domain, subdomain A and B	LamB/YcsF family
PF05138  PF06243  1.0758      1	Phenylacetic acid catabolic protein	Phenylacetic acid degradation B
PF03480  PF06808  1.0696      1	Bacterial extracellular solute-binding protein, family 7	Tripartite ATP-independent periplasmic transporter, DctM component
PF01420  PF04313  1.0684      1	Type I restriction modification DNA specificity domain	Type I restriction enzyme R protein N terminus (HSDR_N)
PF02682  PF03746  1.0634      1	Carboxyltransferase domain, subdomain C and D	LamB/YcsF family
PF07282  PF12323  1.0616      1	Putative transposase DNA-binding domain	Helix-turn-helix domain
PF03180  PF09383  1.0528      1	NLPA lipoprotein	NIL domain
PF03841  PF09107  1.0468      1	L-seryl-tRNA selenium transferase	Elongation factor SelB, winged helix
PF04954  PF08021  1.0442      1	Siderophore-interacting protein	Siderophore-interacting FAD-binding domain
PF00358  PF00367  1.0405      1	phosphoenolpyruvate-dependent sugar phosphotransferase system, EIIA 1	phosphotransferase system, EIIB
PF07748  PF09261  1.0313      1	Glycosyl hydrolases family 38 C-terminal domain	Alpha mannosidase middle domain
PF03275  PF13450  1.0298      1	UDP-galactopyranose mutase	NAD(P)-binding Rossmann-like domain
PF06434  PF11791  1.0222      1	Aconitate hydratase 2 N-terminus	Aconitate B N-terminal domain
PF01564  PF02675  1.0195      1	Spermine/spermidine synthase	S-adenosylmethionine decarboxylase
PF00984  PF03721  1.0191      1	UDP-glucose/GDP-mannose dehydrogenase family, central domain	UDP-glucose/GDP-mannose dehydrogenase family, NAD binding domain
PF00703  PF02837  1.0093      1	Glycosyl hydrolases family 2	Glycosyl hydrolases family 2, sugar binding domain
PF00941  PF03450  1.0066      1	FAD binding domain in molybdopterin dehydrogenase	CO dehydrogenase flavoprotein C-terminal domain
PF02091  PF02092  1.0013      1	Glycyl-tRNA synthetase alpha subunit	Glycyl-tRNA synthetase beta subunit
PF13538  PF13604  0.99862     1	UvrD-like helicase C-terminal domain	AAA domain
PF00463  PF01274  0.99811     1	Isocitrate lyase family	Malate synthase
PF02929  PF16353  0.99218     1	Beta galactosidase small chain	Domain of unknown function(DUF4981)
PF00394  PF07732  0.99115     1	Multicopper oxidase	Multicopper oxidase
PF04234  PF05425  0.98832     1	CopC domain	Copper resistance protein D
PF00239  PF07508  0.98701     1	Resolvase, N terminal domain	Recombinase
PF02277  PF02654  0.97808     1	Phosphoribosyltransferase	Cobalamin-5-phosphate synthase
PF00258  PF00667  0.97776     1	Flavodoxin	FAD binding domain
PF04471  PF14338  0.97764     1	Restriction endonuclease	Mrr N-terminal domain
PF02669  PF02702  0.97565     0	K+-transporting ATPase, c chain	Osmosensitive K+ channel His kinase sensor domain
PF01077  PF03460  0.96281     1	Nitrite and sulphite reductase 4Fe-4S domain	Nitrite/Sulfite reductase ferredoxin-like half domain
PF01729  PF02749  0.96259     1	Quinolinate phosphoribosyl transferase, C-terminal domain	Quinolinate phosphoribosyl transferase, N-terminal domain
PF07848  PF08223  0.96219     1	PaaX-like protein	PaaX-like protein C-terminal domain
PF01964  PF13667  0.9557      1	Radical SAM ThiC family	ThiC-associated domain
PF01314  PF02730  0.9551      1	Aldehyde ferredoxin oxidoreductase, domains 2 & 3	Aldehyde ferredoxin oxidoreductase, N-terminal domain
PF00186  PF00303  0.95384     1	Dihydrofolate reductase	Thymidylate synthase
PF02702  PF03814  0.95189     0	Osmosensitive K+ channel His kinase sensor domain	Potassium-transporting ATPase A subunit
PF02277  PF02283  0.94991     1	Phosphoribosyltransferase	Cobinamide kinase / cobinamide phosphate guanyltransferase
PF01874  PF06857  0.94929     1	ATP:dephospho-CoA triphosphoribosyl transferase	Malonate decarboxylase delta subunit (MdcD)
PF00703  PF02836  0.94623     1	Glycosyl hydrolases family 2	Glycosyl hydrolases family 2, TIM barrel domain
PF02625  PF13478  0.94606     1	XdhC and CoxI family	XdhC Rossmann domain
PF00207  PF01835  0.93291     1	Alpha-2-macroglobulin family	MG2 domain
PF12320  PF13558  0.93073     1	Type 5 capsule protein repressor C-terminal domain	Putative exonuclease SbcCD, C subunit
PF13689  PF17152  0.92764     1	Domain of unknown function (DUF4154)	Periplasmic sensor domain
PF00984  PF03720  0.92525     1	UDP-glucose/GDP-mannose dehydrogenase family, central domain	UDP-glucose/GDP-mannose dehydrogenase family, UDP binding domain
PF00665  PF13276  0.92474     1	Integrase core domain	HTH-like domain
PF00359  PF02302  0.92281     1	Phosphoenolpyruvate-dependent sugar phosphotransferase system, EIIA 2	PTS system, Lactose/Cellobiose specific IIB subunit
PF01078  PF13335  0.92159     1	Magnesium chelatase, subunit ChlI	Magnesium chelatase, subunit ChlI C-terminal
PF00883  PF02789  0.92018     1	Cytosol aminopeptidase family, catalytic domain	Cytosol aminopeptidase family, N-terminal domain
PF01558  PF01855  0.91994     1	Pyruvate ferredoxin/flavodoxin oxidoreductase	Pyruvate flavodoxin/ferredoxin oxidoreductase, thiamine diP-bdg
PF03720  PF03721  0.90889     1	UDP-glucose/GDP-mannose dehydrogenase family, UDP binding domain	UDP-glucose/GDP-mannose dehydrogenase family, NAD binding domain
PF00817  PF11799  0.90814     1	impB/mucB/samB family	impB/mucB/samB family C-terminal domain
PF03755  PF08340  0.90525     1	YicC-like family, N-terminal region	Domain of unknown function (DUF1732)
PF06832  PF11974  0.90203     1	Penicillin-Binding Protein C-terminus Family	Alpha-2-macroglobulin MG1 domain
PF00381  PF05524  0.90095     1	PTS HPr component phosphorylation site	PEP-utilising enzyme, N-terminal
PF03775  PF03776  0.898       1	Septum formation inhibitor MinC, C-terminal domain	Septum formation topological specificity factor MinE
PF01676  PF06415  0.89177     1	Metalloenzyme superfamily	BPG-independent PGAM N-terminus (iPGM_N)
PF00207  PF07703  0.88352     1	Alpha-2-macroglobulin family	Alpha-2-macroglobulin family N-terminal region
PF01609  PF05598  0.8819      1	Transposase DDE domain	Transposase domain (DUF772)
PF08331  PF13484  0.87815     1	Domain of unknown function (DUF1730)	4Fe-4S double cluster binding domain
PF01149  PF06831  0.8779      1	Formamidopyrimidine-DNA glycosylase N-terminal domain	Formamidopyrimidine-DNA glycosylase H2TH domain
PF02492  PF07683  0.87782     1	CobW/HypB/UreG, nucleotide-binding domain	Cobalamin synthesis protein cobW C-terminal domain
PF07972  PF08343  0.8759      1	NrdI Flavodoxin like	Ribonucleotide reductase N-terminal
PF02706  PF13807  0.86898     1	Chain length determinant protein	G-rich domain on putative tyrosine kinase
PF12399  PF13458  0.86465     1	Branched-chain amino acid ATP-binding cassette transporter	Periplasmic binding protein
PF00107  PF08240  0.86175     1	Zinc-binding dehydrogenase	Alcohol dehydrogenase GroES-like domain
PF10588  PF13510  0.85981     1	NADH-ubiquinone oxidoreductase-G iron-sulfur binding region	2Fe-2S iron-sulfur cluster binding domain
PF01855  PF17147  0.85907     1	Pyruvate flavodoxin/ferredoxin oxidoreductase, thiamine diP-bdg	Pyruvate:ferredoxin oxidoreductase core domain II
PF01205  PF09186  0.85381     1	Uncharacterized protein family UPF0029	Domain of unknown function (DUF1949)
PF01420  PF02384  0.85025     1	Type I restriction modification DNA specificity domain	N-6 DNA Methylase
PF02384  PF12161  0.84353     1	N-6 DNA Methylase	HsdM N-terminal domain
PF01799  PF02738  0.83853     1	[2Fe-2S] binding domain	Molybdopterin-binding domain of aldehyde dehydrogenase
PF00356  PF13377  0.83419     1	Bacterial regulatory proteins, lacI family	Periplasmic binding protein-like domain
PF03562  PF06725  0.83409     1	MltA specific insert domain	3D domain
PF00345  PF00577  0.83172     1	Pili and flagellar-assembly chaperone, PapD N-terminal domain	Outer membrane usher protein
PF00239  PF02796  0.82901     1	Resolvase, N terminal domain	Helix-turn-helix domain of resolvase
PF02744  PF10509  0.82456     1	Galactose-1-phosphate uridyl transferase, C-terminal domain	Galactokinase galactose-binding signature
PF13636  PF17125  0.82391     1	RNA-binding PUA-like domain of methyltransferase RsmF	N-terminal domain of 16S rRNA methyltransferase RsmF
PF01408  PF02894  0.82362     1	Oxidoreductase family, NAD-binding Rossmann fold	Oxidoreductase family, C-terminal alpha/beta domain
PF01316  PF02863  0.82122     1	Arginine repressor, DNA binding domain	Arginine repressor, C-terminal domain
PF01256  PF03853  0.82035     1	Carbohydrate kinase	YjeF-related protein N-terminus
PF04552  PF04963  0.80925     1	Sigma-54, DNA binding domain	Sigma-54 factor, core binding domain
PF01739  PF03705  0.80851     1	CheR methyltransferase, SAM binding domain	CheR methyltransferase, all-alpha domain
PF02604  PF06769  0.80593     1	Antitoxin Phd_YefM, type II toxin-antitoxin system	YoeB-like toxin of bacterial type II toxin-antitoxin system
PF02508  PF03116  0.80457     1	Rnf-Nqr subunit, membrane protein	NQR2, RnfD, RnfE family
PF04221  PF15738  0.80225     1	RelB antitoxin	Bacterial toxin of type II toxin-antitoxin system, YafQ
PF01750  PF14720  0.80223     1	Hydrogenase maturation protease	NiFe/NiFeSe hydrogenase small subunit C-terminal
PF01339  PF01739  0.80139     1	CheB methylesterase	CheR methyltransferase, SAM binding domain
PF04023  PF07664  0.79935     1	FeoA domain	Ferrous iron transport protein B C terminus
PF00441  PF02770  0.79707     1	Acyl-CoA dehydrogenase, C-terminal domain	Acyl-CoA dehydrogenase, middle domain
PF01179  PF02728  0.7922      1	Copper amine oxidase, enzyme domain	Copper amine oxidase, N3 domain
PF00441  PF02771  0.79182     1	Acyl-CoA dehydrogenase, C-terminal domain	Acyl-CoA dehydrogenase, N-terminal domain
PF00916  PF01740  0.791       1	Sulfate permease family	STAS domain
PF13409  PF13410  0.78924     1	Glutathione S-transferase, N-terminal domain	Glutathione S-transferase, C-terminal domain
PF05861  PF06007  0.78836     1	Bacterial phosphonate metabolism protein (PhnI)	Phosphonate metabolism protein PhnJ
PF09107  PF12390  0.78627     1	Elongation factor SelB, winged helix	Selenocysteine synthase N terminal
PF05861  PF06754  0.78218     1	Bacterial phosphonate metabolism protein (PhnI)	Phosphonate metabolism protein PhnG
PF06007  PF06754  0.78218     1	Phosphonate metabolism protein PhnJ	Phosphonate metabolism protein PhnG
PF01835  PF07703  0.78115     1	MG2 domain	Alpha-2-macroglobulin family N-terminal region
PF05930  PF13356  0.77917     0	Prophage CP4-57 regulatory protein (AlpA)	Domain of unknown function (DUF4102)
PF00733  PF13537  0.77896     1	Asparagine synthase	Glutamine amidotransferase domain
PF10588  PF10589  0.77862     1	NADH-ubiquinone oxidoreductase-G iron-sulfur binding region	NADH-ubiquinone oxidoreductase-F iron-sulfur binding region
PF03100  PF16327  0.77819     1	CcmE	Cytochrome c-type biogenesis protein CcmF C-terminal
PF03100  PF03379  0.7751      1	CcmE	CcmB protein
PF02397  PF13727  0.77412     1	Bacterial sugar transferase	CoA-binding domain
PF03379  PF16327  0.77225     1	CcmB protein	Cytochrome c-type biogenesis protein CcmF C-terminal
PF02421  PF04023  0.77162     1	Ferrous iron transport protein B	FeoA domain
PF05845  PF05861  0.77036     1	Bacterial phosphonate metabolism protein (PhnH)	Bacterial phosphonate metabolism protein (PhnI)
PF05845  PF06007  0.77036     1	Bacterial phosphonate metabolism protein (PhnH)	Phosphonate metabolism protein PhnJ
PF05845  PF06754  0.76335     1	Bacterial phosphonate metabolism protein (PhnH)	Phosphonate metabolism protein PhnG
PF03972  PF13714  0.76317     0	MmgE/PrpD family	Phosphoenolpyruvate phosphomutase
PF02614  PF03786  0.75854     0	Glucuronate isomerase	D-mannonate dehydratase (UxuA)
PF14689  PF17203  0.75761     1	Sensor_kinase_SpoOB-type, alpha-helical domain	Single cache domain 3
PF07664  PF07670  0.75426     1	Ferrous iron transport protein B C terminus	Nucleoside recognition
PF07881  PF07882  0.75045     1	L-fucose isomerase, first N-terminal domain	L-fucose isomerase, second N-terminal domain
PF01087  PF10509  0.75021     1	Galactose-1-phosphate uridyl transferase, N-terminal domain	Galactokinase galactose-binding signature
PF03841  PF12390  0.74995     1	L-seryl-tRNA selenium transferase	Selenocysteine synthase N terminal
PF09106  PF09107  0.74948     1	Elongation factor SelB, winged helix	Elongation factor SelB, winged helix
PF02613  PF14711  0.7466      1	Nitrate reductase delta subunit	Respiratory nitrate reductase beta C-terminal
PF00563  PF00990  0.7461      1	EAL domain	Diguanylate cyclase, GGDEF domain
PF03613  PF03830  0.74602     1	PTS system mannose/fructose/sorbose family IID component	PTS system sorbose subfamily IIB component
PF02405  PF02470  0.74244     1	Permease MlaE	MlaD protein
PF06798  PF08298  0.74181     1	PrkA serine protein kinase C-terminal domain	PrkA AAA domain
PF14710  PF14711  0.74096     1	Respiratory nitrate reductase alpha N-terminal	Respiratory nitrate reductase beta C-terminal
PF00549  PF08442  0.74061     1	CoA-ligase	ATP-grasp domain
PF02548  PF02569  0.73946     1	Ketopantoate hydroxymethyltransferase	Pantoate-beta-alanine ligase
PF02601  PF13742  0.73873     1	Exonuclease VII, large subunit	OB-fold nucleic acid binding domain
PF01136  PF16325  0.73659     1	Peptidase family U32	Peptidase family U32 C-terminal domain
PF00136  PF03104  0.73633     1	DNA polymerase family B	DNA polymerase family B, exonuclease domain
PF00310  PF04898  0.73591     1	Glutamine amidotransferases class-II	Glutamate synthase central domain
PF00198  PF00676  0.72984     1	2-oxoacid dehydrogenases acyltransferase (catalytic domain)	Dehydrogenase E1 component
PF01455  PF01924  0.72536     1	HupF/HypC family	Hydrogenase formation hypA family
PF00805  PF13599  0.72355     1	Pentapeptide repeats (8 copies)	Pentapeptide repeats (9 copies)
PF08352  PF12911  0.72283     1	Oligopeptide/dipeptide transporter, C-terminal region	N-terminal TM domain of oligopeptide transport permease C
PF06545  PF11392  0.72179     1	Protein of unknown function (DUF1116)	Protein of unknown function (DUF2877)
PF02607  PF02965  0.72081     1	B12 binding domain	Vitamin B12 dependent methionine synthase, activation domain
PF02604  PF05016  0.72061     1	Antitoxin Phd_YefM, type II toxin-antitoxin system	ParE toxin of type II toxin-antitoxin system, parDE
PF08798  PF09344  0.72036     1	CRISPR associated protein	CT1975-like protein
PF00871  PF01515  0.71839     1	Acetokinase family	Phosphate acetyl/butaryl transferase
PF02770  PF02771  0.71773     1	Acyl-CoA dehydrogenase, middle domain	Acyl-CoA dehydrogenase, N-terminal domain
PF03609  PF03830  0.71759     1	PTS system sorbose-specific iic component	PTS system sorbose subfamily IIB component
PF03892  PF03927  0.71711     1	Nitrate reductase cytochrome c-type subunit (NapB)	NapD protein
PF07703  PF11974  0.71376     1	Alpha-2-macroglobulin family N-terminal region	Alpha-2-macroglobulin MG1 domain
PF13380  PF13549  0.71353     1	CoA binding domain	ATP-grasp domain
PF04285  PF06798  0.7125      1	Protein of unknown function (DUF444)	PrkA serine protein kinase C-terminal domain
PF04293  PF06798  0.71136     0	SpoVR like protein	PrkA serine protein kinase C-terminal domain
PF00499  PF00507  0.71114     1	NADH-ubiquinone/plastoquinone oxidoreductase chain 6	NADH-ubiquinone/plastoquinone oxidoreductase, chain 3
PF01869  PF06050  0.70997     1	BadF/BadG/BcrA/BcrD ATPase family	2-hydroxyglutaryl-CoA dehydratase, D-component
PF04285  PF08298  0.70965     1	Protein of unknown function (DUF444)	PrkA AAA domain
PF04293  PF08298  0.70813     0	SpoVR like protein	PrkA AAA domain
PF01924  PF07503  0.70764     0	Hydrogenase formation hypA family	HypF finger
PF01257  PF10589  0.70731     1	Thioredoxin-like [2Fe-2S] ferredoxin	NADH-ubiquinone oxidoreductase-F iron-sulfur binding region
PF00393  PF02781  0.70668     0	6-phosphogluconate dehydrogenase, C-terminal domain	Glucose-6-phosphate dehydrogenase, C-terminal domain
PF00393  PF00479  0.70668     0	6-phosphogluconate dehydrogenase, C-terminal domain	Glucose-6-phosphate dehydrogenase, NAD binding domain
PF02568  PF02926  0.70649     1	Thiamine biosynthesis protein (ThiI)	THUMP domain
PF07728  PF10117  0.70548     1	AAA domain (dynein-related subfamily)	McrBC 5-methylcytosine restriction system component
PF01339  PF03705  0.70511     1	CheB methylesterase	CheR methyltransferase, all-alpha domain
PF02613  PF02665  0.70424     1	Nitrate reductase delta subunit	Nitrate reductase gamma subunit
PF04285  PF04293  0.70295     0	Protein of unknown function (DUF444)	SpoVR like protein
PF06508  PF14489  0.70249     0	Queuosine biosynthesis protein QueC	QueF-like protein
PF02806  PF08323  0.70226     1	Alpha amylase, C-terminal all-beta domain	Starch synthase catalytic domain
PF01558  PF17147  0.6993      1	Pyruvate ferredoxin/flavodoxin oxidoreductase	Pyruvate:ferredoxin oxidoreductase core domain II
PF00941  PF01315  0.69861     1	FAD binding domain in molybdopterin dehydrogenase	Aldehyde oxidase and xanthine dehydrogenase, a/b hammerhead domain
PF00570  PF09382  0.69752     1	HRDC domain	RQC domain
PF00309  PF04552  0.69724     1	Sigma-54 factor, Activator interacting domain (AID)	Sigma-54, DNA binding domain
PF13167  PF16360  0.69667     1	GTP-binding GTPase N-terminal	GTP-binding GTPase Middle Region
PF09344  PF09481  0.69529     0	CT1975-like protein	CRISPR-associated protein Cse1 (CRISPR_cse1)
PF03446  PF14833  0.69375     1	NAD binding domain of 6-phosphogluconate dehydrogenase	NAD-binding of NADP-dependent 3-hydroxyisobutyrate dehydrogenase
PF13242  PF13344  0.69154     1	HAD-hyrolase-like	Haloacid dehalogenase-like hydrolase
PF00309  PF04963  0.69023     1	Sigma-54 factor, Activator interacting domain (AID)	Sigma-54 factor, core binding domain
PF04965  PF05638  0.6879      0	Gene 25-like lysozyme	Type VI secretion system effector, Hcp
PF00343  PF08323  0.68738     1	Carbohydrate phosphorylase	Starch synthase catalytic domain
PF01625  PF01641  0.68565     1	Peptide methionine sulfoxide reductase	SelR domain
PF03609  PF03613  0.68526     1	PTS system sorbose-specific iic component	PTS system mannose/fructose/sorbose family IID component
PF09344  PF09485  0.68238     0	CT1975-like protein	CRISPR-associated protein Cse2 (CRISPR_cse2)
PF00374  PF01455  0.67985     1	Nickel-dependent hydrogenase	HupF/HypC family
PF00015  PF01584  0.6792      1	Methyl-accepting chemotaxis protein (MCP) signalling domain	CheW-like domain
PF00393  PF03446  0.67446     1	6-phosphogluconate dehydrogenase, C-terminal domain	NAD binding domain of 6-phosphogluconate dehydrogenase
