#dom1	dom2	Meff	DCA_score	dom1_description	dom2_description
PF00925  PF00926  706.081776805002    .17018605900625344	GTP cyclohydrolase II	3,4-dihydroxy-2-butanone 4-phosphate synthase
PF00374  PF07503  121.34287901438944  .1490477427403688	Nickel-dependent hydrogenase	HypF finger
PF08279  PF13280  780.7298067558434   .17135588560474665	HTH domain	WYL domain
PF02617  PF03588  425.19419122848984  .22714701980535498	ATP-dependent Clp protease adaptor protein ClpS	Leucyl/phenylalanyl-tRNA protein transferase
PF02805  PF06029  231.37702725309606  .23139827170667931	Metal binding domain of Ada	AlkA N-terminal domain
PF01750  PF01924  309.5858782177332   .14701254634070202	Hydrogenase maturation protease	Hydrogenase formation hypA family
PF02446  PF02922  430.38547815536066  .11576909073369249	4-alpha-glucanotransferase	Carbohydrate-binding module 48 (Isoamylase N-terminal domain)
PF02254  PF02386  597.357814140785    .11149005924626967	TrkA-N domain	Cation transport protein
PF02219  PF08267  308.5535990040528   .11055181197663778	Methylenetetrahydrofolate reductase	Cobalamin-independent synthase, N-terminal domain
PF04246  PF13375  305.41730051716286  .17950951483340485	Positive regulator of sigma(E), RseC/MucC	RnfC Barrel sandwich hybrid domain
PF02261  PF02548  519.4789742778871   .1736993729434551	Aspartate decarboxylase	Ketopantoate hydroxymethyltransferase
PF02504  PF02660  656.7877518851888   .15716098600116843	Fatty acid synthesis protein	Glycerol-3-phosphate acyltransferase
PF01155  PF07503  411.1870602252883   .19954470973718208	Hydrogenase/urease nickel incorporation, metallochaperone, hypA	HypF finger
PF01844  PF03354  143.53195215860552  .08316248233416348	HNH endonuclease	Phage Terminase
PF05336  PF06134  73.93124578981855   .12219585823311126	L-rhamnose mutarotase	L-rhamnose isomerase (RhaA)
PF04166  PF07005  266.81915582530337  .11293856481392614	Pyridoxal phosphate biosynthetic protein PdxA	Putative sugar-binding N-terminal domain
PF02261  PF02569  678.2298444781201   .18973486758308708	Aspartate decarboxylase	Pantoate-beta-alanine ligase
PF04166  PF17042  279.1349317035402   .11853425577243137	Pyridoxal phosphate biosynthetic protein PdxA	Putative nucleotide-binding of sugar-metabolising enzyme
PF04349  PF13632  177.03850316350318  .09445252495734487	Periplasmic glucan biosynthesis protein, MdoG	Glycosyl transferase family group 2
PF09485  PF09707  109.7569805194805   .15937308423110044	CRISPR-associated protein Cse2 (CRISPR_cse2)	CRISPR-associated protein (Cas_Cas2CT1978)
PF00764  PF14698  249.50117228931083  .17033998324768446	Arginosuccinate synthase	Argininosuccinate lyase C-terminal
PF00677  PF00885  665.8715818864634   .17684737559451394	Lumazine binding domain	6,7-dimethyl-8-ribityllumazine synthase
PF01075  PF13580  449.20046431362954  .11016525336470452	Glycosyltransferase family 9 (heptosyltransferase)	SIS domain
PF00176  PF04434  450.02536409621973  .11832644781135926	SNF2 family N-terminal domain	SWIM zinc finger
PF00677  PF00926  801.8206842279667   .17669270648644275	Lumazine binding domain	3,4-dihydroxy-2-butanone 4-phosphate synthase
PF00908  PF16363  701.5211616290791   .11930939751175176	dTDP-4-dehydrorhamnose 3,5-epimerase	GDP-mannose 4,6 dehydratase
PF09481  PF09707  78.07057387057385   .0802466357321625	CRISPR-associated protein Cse1 (CRISPR_cse1)	CRISPR-associated protein (Cas_Cas2CT1978)
PF00885  PF00925  561.0987721089384   .16156255776422368	6,7-dimethyl-8-ribityllumazine synthase	GTP cyclohydrolase II
PF07027  PF11739  78.51971858306997   .11126866296162655	Protein of unknown function (DUF1318)	Dicarboxylate transport
PF01750  PF07503  308.60110685528076  .20081753300726968	Hydrogenase maturation protease	HypF finger
PF09481  PF09704  112.61248251232772  .07373191359788722	CRISPR-associated protein Cse1 (CRISPR_cse1)	CRISPR-associated protein (Cas_Cas5)
PF00885  PF00926  590.5385935036373   .21660006453229327	6,7-dimethyl-8-ribityllumazine synthase	3,4-dihydroxy-2-butanone 4-phosphate synthase
PF00677  PF00925  757.0527814646792   .15345300661202016	Lumazine binding domain	GTP cyclohydrolase II
PF03773  PF13192  132.5238042936958   .12922059326250465	Predicted permease	Thioredoxin domain
PF00468  PF01783  407.2110583144341   .3312136530145221	Ribosomal protein L34	Ribosomal L32p protein family
PF04228  PF05872  267.31668400025524  .11618828938638608	Putative neutral zinc metallopeptidase	Bacterial protein of unknown function (DUF853)
PF01227  PF02152  496.7763261997653   .1692687023788126	GTP cyclohydrolase I	Dihydroneopterin aldolase
PF00370  PF16901  421.7298061185421   .12832212160477618	FGGY family of carbohydrate kinases, N-terminal domain	C-terminal domain of alpha-glycerophosphate oxidase
PF02782  PF16901  394.1715500859356   .14530583074566805	FGGY family of carbohydrate kinases, C-terminal domain	C-terminal domain of alpha-glycerophosphate oxidase
PF01924  PF14720  222.024576329132    .142953083534022	Hydrogenase formation hypA family	NiFe/NiFeSe hydrogenase small subunit C-terminal
PF00444  PF00468  228.4532879657621   .31862662248639373	Ribosomal protein L36	Ribosomal protein L34
PF13742  PF17191  632.9888037483556   .15559976595420466	OB-fold nucleic acid binding domain	RecG wedge domain
PF01326  PF03618  103.63338744570886  .12986213226533416	Pyruvate phosphate dikinase, PEP/pyruvate binding domain	Kinase/pyrophosphorylase
PF02283  PF02572  468.0797430921506   .16839389565544288	Cobinamide kinase / cobinamide phosphate guanyltransferase	ATP:corrinoid adenosyltransferase BtuR/CobO/CobP
PF04973  PF13521  169.27408994650986  .11387834928424714	Nicotinamide mononucleotide transporter	AAA domain
PF04257  PF13538  134.06336929222817  .09062781247232211	Exodeoxyribonuclease V, gamma subunit	UvrD-like helicase C-terminal domain
PF09485  PF09704  150.92671299288946  .131915596557719	CRISPR-associated protein Cse2 (CRISPR_cse2)	CRISPR-associated protein (Cas_Cas5)
PF00128  PF02446  351.5431820890896   .10278945002807335	Alpha amylase, catalytic domain	4-alpha-glucanotransferase
PF04333  PF05494  296.6562147741011   .13667593755479723	MlaA lipoprotein	MlaC protein
PF04865  PF07484  168.58041398924587  .10830621385481129	Baseplate J-like protein	Phage Tail Collar Domain
PF13091  PF13396  514.5941398201657   .17115052155047533	PLD-like domain	Phospholipase_D-nuclease N-terminal
PF02675  PF03994  132.5229474893542   .15673078670090868	S-adenosylmethionine decarboxylase	Domain of Unknown Function (DUF350)
PF00926  PF01872  888.5522842929865   .16676043797963572	3,4-dihydroxy-2-butanone 4-phosphate synthase	RibD C-terminal domain
PF02446  PF02806  405.8485257695404   .11565361406158847	4-alpha-glucanotransferase	Alpha amylase, C-terminal all-beta domain
PF07503  PF14720  132.63585093113463  .2865158227066596	HypF finger	NiFe/NiFeSe hydrogenase small subunit C-terminal
PF02568  PF08349  128.18393360385923  .1489088350047516	Thiamine biosynthesis protein (ThiI)	Protein of unknown function (DUF1722)
PF03783  PF07012  56.72897937620518   .12237567601052787	Curli production assembly/transport component CsgG	Curlin associated repeat
PF03453  PF06463  752.1019391648564   .20501053903308541	MoeA N-terminal region (domain I and II)	Molybdenum Cofactor Synthesis C
PF08402  PF13343  547.2870052841922   .11886473952552391	TOBE domain	Bacterial extracellular solute-binding protein
PF01967  PF03453  859.2021910656506   .22676065569094164	MoaC family	MoeA N-terminal region (domain I and II)
PF02401  PF04551  476.39852976328535  .14032853752521857	LytB protein	GcpE protein
PF00925  PF01872  780.5847070583651   .14361431611210018	GTP cyclohydrolase II	RibD C-terminal domain
PF02589  PF02652  111.01022120107075  .09742561702921582	LUD domain	L-lactate permease
PF01081  PF04962  232.47297116006848  .10808988744160901	KDPG and KHG aldolase	KduI/IolB family
PF06277  PF06751  75.93863636363636   .10439261198480129	Ethanolamine utilisation protein EutA	Ethanolamine ammonia lyase large subunit (EutB)
PF01227  PF01288  671.1229304527077   .21536870866422664	GTP cyclohydrolase I	7,8-dihydro-6-hydroxymethylpterin-pyrophosphokinase (HPPK)
PF01206  PF02635  309.5810794986987   .13155380783914955	Sulfurtransferase TusA	DsrE/DsrF-like family
PF01182  PF02781  563.0085116057949   .13647259924024008	Glucosamine-6-phosphate isomerases/6-phosphogluconolactonase	Glucose-6-phosphate dehydrogenase, C-terminal domain
PF00479  PF01182  567.3238663133684   .14011863750796855	Glucose-6-phosphate dehydrogenase, NAD binding domain	Glucosamine-6-phosphate isomerases/6-phosphogluconolactonase
PF00920  PF01450  380.62106999802324  .1281680000795938	Dehydratase family	Acetohydroxy acid isomeroreductase, catalytic domain
PF06769  PF07927  316.4539432789434   .23817798634609777	YoeB-like toxin of bacterial type II toxin-antitoxin system	HicA toxin of bacterial toxin-antitoxin,
PF00920  PF07991  390.13420595161045  .13812578395929487	Dehydratase family	Acetohydroxy acid isomeroreductase, NADPH-binding domain
PF00677  PF01872  872.3535409548193   .16412431485840884	Lumazine binding domain	RibD C-terminal domain
PF03837  PF14659  106.19848484848482  .11202993474661156	RecT family	Phage integrase, N-terminal SAM-like domain
PF00762  PF01208  363.36052682414646  .11336699394838473	Ferrochelatase	Uroporphyrinogen decarboxylase (URO-D)
PF02572  PF02654  535.7965946930177   .15497241770098202	ATP:corrinoid adenosyltransferase BtuR/CobO/CobP	Cobalamin-5-phosphate synthase
PF00158  PF04963  493.0102580786197   .16948893465407427	Sigma-54 interaction domain	Sigma-54 factor, core binding domain
PF00490  PF05201  568.1906706636056   .16530825575968183	Delta-aminolevulinic acid dehydratase	Glutamyl-tRNAGlu reductase, N-terminal domain
PF01081  PF03786  231.93181657018627  .13239524213654816	KDPG and KHG aldolase	D-mannonate dehydratase (UxuA)
PF02424  PF03116  485.613738310043    .13586974084062875	ApbE family	NQR2, RnfD, RnfE family
PF00230  PF02733  328.9328370105009   .1431572978865091	Major intrinsic protein	Dak1 domain
PF01139  PF01885  119.87903323358131  .10423528930973613	tRNA-splicing ligase RtcB	RNA 2'-phosphotransferase, Tpt1 / KptA family
PF01232  PF02614  241.61668108873317  .11102548432169446	Mannitol dehydrogenase Rossmann domain	Glucuronate isomerase
PF02604  PF02661  445.7786534794373   .13602169171968115	Antitoxin Phd_YefM, type II toxin-antitoxin system	Fic/DOC family
PF03814  PF13493  262.3572334059948   .13045893554447852	Potassium-transporting ATPase A subunit	Domain of unknown function (DUF4118)
PF02446  PF08323  396.2018719188044   .09733027098653692	4-alpha-glucanotransferase	Starch synthase catalytic domain
PF02781  PF03446  581.3598261834431   .14764947398654021	Glucose-6-phosphate dehydrogenase, C-terminal domain	NAD binding domain of 6-phosphogluconate dehydrogenase
PF00479  PF03446  644.4995082245275   .15151557959057632	Glucose-6-phosphate dehydrogenase, NAD binding domain	NAD binding domain of 6-phosphogluconate dehydrogenase
PF02542  PF04551  479.96399082224184  .14990850660412883	YgbB family	GcpE protein
PF01242  PF14489  235.72988156971942  .16670916235524352	6-pyruvoyl tetrahydropterin synthase	QueF-like protein
PF04093  PF13464  280.6999639319901   .146676591150112	rod shape-determining protein MreD	Domain of unknown function (DUF4115)
PF05137  PF05157  282.18582103959665  .22377453136108225	Fimbrial assembly protein (PilN)	Type II secretion system (T2SS), protein E, N-terminal domain
PF00665  PF01695  312.3106190662886   .10445419647479381	Integrase core domain	IstB-like ATP binding protein
PF02277  PF02572  451.6943623235345   .1292814853945239	Phosphoribosyltransferase	ATP:corrinoid adenosyltransferase BtuR/CobO/CobP
PF03454  PF06463  528.4395504742486   .18045998926377987	MoeA C-terminal region (domain IV)	Molybdenum Cofactor Synthesis C
PF01609  PF13817  219.24558205088394  .11459089083268693	Transposase DDE domain	IS66 C-terminal element
PF02525  PF06445  496.13401294571565  .09533790758320339	Flavodoxin-like fold	GyrI-like small molecule binding domain
PF00158  PF04552  406.27602695791495  .18736283936993697	Sigma-54 interaction domain	Sigma-54, DNA binding domain
PF03331  PF13720  430.04104100514616  .17250206840544885	UDP-3-O-acyl N-acetylglycosamine deacetylase	Udp N-acetylglucosamine O-acyltransferase; Domain 2
PF02021  PF13335  1390.496459848305   .2495202743572844	Uncharacterised protein family UPF0102	Magnesium chelatase, subunit ChlI C-terminal
PF04321  PF16363  730.8825655166106   .10711077932623954	RmlD substrate binding domain	GDP-mannose 4,6 dehydratase
PF04295  PF08125  240.55591822443327  .10094378621644823	D-galactarate dehydratase / Altronate hydrolase, C terminus	Mannitol dehydrogenase C-terminal domain
PF02669  PF13493  324.8984905850061   .17254538278673187	K+-transporting ATPase, c chain	Domain of unknown function (DUF4118)
PF01491  PF07743  123.80210501443239  .20277475255087007	Frataxin-like domain	HSCB C-terminal oligomerisation domain
PF02348  PF08666  414.1628046802383   .10976808950927494	Cytidylyltransferase	SAF domain
PF04216  PF09106  81.27392751425259   .10794084408115917	Protein involved in formate dehydrogenase formation	Elongation factor SelB, winged helix
PF01128  PF04551  579.8460911363361   .14783829495273526	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase	GcpE protein
PF00141  PF01906  144.48656138009437  .16207851433671644	Peroxidase	Putative heavy-metal-binding
PF00158  PF00309  298.4935165669603   .25055714878796986	Sigma-54 interaction domain	Sigma-54 factor, Activator interacting domain (AID)
PF02508  PF04246  263.84900043722536  .1718006660171031	Rnf-Nqr subunit, membrane protein	Positive regulator of sigma(E), RseC/MucC
PF01609  PF13551  129.8199909956845   .09877047937922406	Transposase DDE domain	Winged helix-turn helix
PF01053  PF04204  251.382030965345    .14926715909397464	Cys/Met metabolism PLP-dependent enzyme	Homoserine O-succinyltransferase
PF02684  PF03331  497.33518644040265  .11984922807093093	Lipid-A-disaccharide synthetase	UDP-3-O-acyl N-acetylglycosamine deacetylase
PF00975  PF08242  370.86179898895074  .1105892517747016	Thioesterase domain	Methyltransferase domain
PF04471  PF13460  514.4391931450156   .12056427293776535	Restriction endonuclease	NAD(P)H-binding
PF02542  PF08436  766.972012056533    .240774135531524	YgbB family	1-deoxy-D-xylulose 5-phosphate reductoisomerase C-terminal
PF02542  PF13288  878.2356298492374   .22754890509990572	YgbB family	DXP reductoisomerase C-terminal domain
PF02614  PF08125  258.0576001711192   .10465900372048476	Glucuronate isomerase	Mannitol dehydrogenase C-terminal domain
PF02542  PF02670  814.5544572581475   .18488811238918065	YgbB family	1-deoxy-D-xylulose 5-phosphate reductoisomerase
PF02652  PF11870  75.55638620531944   .10748608915356925	L-lactate permease	Domain of unknown function (DUF3390)
PF02401  PF02542  621.495512199406    .15682947378582268	LytB protein	YgbB family
PF01844  PF04860  267.10765752167873  .1089462828080416	HNH endonuclease	Phage portal protein
PF02670  PF04551  451.5206209079445   .16289626517544178	1-deoxy-D-xylulose 5-phosphate reductoisomerase	GcpE protein
PF02080  PF02386  599.859820226804    .11519661823405822	TrkA-C domain	Cation transport protein
PF04551  PF08436  375.84159653890237  .18004323215985996	GcpE protein	1-deoxy-D-xylulose 5-phosphate reductoisomerase C-terminal
PF04551  PF13288  469.23511861040913  .150015178003678	GcpE protein	DXP reductoisomerase C-terminal domain
PF03740  PF04166  462.0126384345966   .16646438764859903	Pyridoxal phosphate biosynthesis protein PdxJ	Pyridoxal phosphate biosynthetic protein PdxA
PF02581  PF08543  842.3477593433404   .13073528356793032	Thiamine monophosphate synthase/TENI	Phosphomethylpyrimidine kinase
PF01967  PF03454  751.0047110328723   .21022461572716705	MoaC family	MoeA C-terminal region (domain IV)
PF03814  PF09604  103.47249226057356  .12016811023337474	Potassium-transporting ATPase A subunit	F subunit of K+-transporting ATPase (Potass_KdpF)
PF01564  PF03994  148.9828151152234   .15350908617922215	Spermine/spermidine synthase	Domain of Unknown Function (DUF350)
PF02669  PF09604  157.805380442289    .21135636285723997	K+-transporting ATPase, c chain	F subunit of K+-transporting ATPase (Potass_KdpF)
PF01402  PF02452  389.6229650026256   .16248721051960077	Ribbon-helix-helix protein, copG family	PemK-like, MazF-like toxin of type II toxin-antitoxin system
PF02446  PF11941  260.25441234169847  .1049835455873373	4-alpha-glucanotransferase	Domain of unknown function (DUF3459)
PF02661  PF05598  242.50475116588797  .09878058458642011	Fic/DOC family	Transposase domain (DUF772)
PF13518  PF13817  221.27581030081038  .21103169725115217	Helix-turn-helix domain	IS66 C-terminal element
PF01128  PF02401  758.8652028334179   .1359389331059114	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase	LytB protein
PF03239  PF04261  120.95632624524994  .09324406563804137	Iron permease FTR1 family	Dyp-type peroxidase family
PF00080  PF04239  263.47777791953496  .17355779947237526	Copper/zinc superoxide dismutase (SODC)	Protein of unknown function (DUF421)
PF00444  PF01809  675.4344253696501   .26670712053221085	Ribosomal protein L36	Haemolytic domain
PF06067  PF06769  51.53935696936437   .11592545758535311	Domain of unknown function (DUF932)	YoeB-like toxin of bacterial type II toxin-antitoxin system
PF04216  PF09107  93.52551023324949   .11731316064435762	Protein involved in formate dehydrogenase formation	Elongation factor SelB, winged helix
PF01270  PF06564  76.27788226135749   .08553326029029754	Glycosyl hydrolases family 8	Cellulose biosynthesis protein BcsQ
PF00145  PF02086  318.42203355009997  .07200311772145346	C-5 cytosine-specific DNA methylase	D12 class N6 adenine-specific DNA methyltransferase
PF08443  PF13343  255.02300715066588  .09238778392484041	RimK-like ATP-grasp domain	Bacterial extracellular solute-binding protein
PF00078  PF01844  366.2677045756434   .11264506961506555	Reverse transcriptase (RNA-dependent DNA polymerase)	HNH endonuclease
PF02424  PF02508  521.9242140258182   .15638560004948893	ApbE family	Rnf-Nqr subunit, membrane protein
PF05137  PF06750  545.5261998476612   .20900610641758133	Fimbrial assembly protein (PilN)	Bacterial Peptidase A24 N-terminal domain
PF00766  PF02770  453.76331145678415  .18309540840867505	Electron transfer flavoprotein FAD-binding domain	Acyl-CoA dehydrogenase, middle domain
PF08502  PF10369  415.2773990154184   .1500768382985242	LeuA allosteric (dimerisation) domain	Small subunit of acetolactate synthase
PF01081  PF04295  269.5004303305295   .12534262709491062	KDPG and KHG aldolase	D-galactarate dehydratase / Altronate hydrolase, C terminus
PF01906  PF02796  235.18505006740287  .22150558554653516	Putative heavy-metal-binding	Helix-turn-helix domain of resolvase
PF01081  PF02614  290.65006216900883  .11630149237118029	KDPG and KHG aldolase	Glucuronate isomerase
PF01012  PF02771  484.19252828558274  .13058474359939026	Electron transfer flavoprotein domain	Acyl-CoA dehydrogenase, N-terminal domain
PF05420  PF06564  65.17484978042253   .09618730293757716	Cellulose synthase operon protein C C-terminus (BCSC_C)	Cellulose biosynthesis protein BcsQ
PF01555  PF02086  302.8986343417953   .08389973741878275	DNA methylase	D12 class N6 adenine-specific DNA methyltransferase
PF03116  PF04246  319.7477156170299   .14272808725448338	NQR2, RnfD, RnfE family	Positive regulator of sigma(E), RseC/MucC
PF00939  PF02028  323.06115749585484  .09746559028899024	Sodium:sulfate symporter transmembrane region	BCCT, betaine/carnitine/choline family transporter
PF04865  PF05876  93.38436389484345   .07808444483129384	Baseplate J-like protein	Phage terminase large subunit (GpA)
PF00490  PF01379  649.7152954481771   .1860240545983754	Delta-aminolevulinic acid dehydratase	Porphobilinogen deaminase, dipyromethane cofactor binding domain
PF03328  PF03737  359.6954821286855   .11662016636626361	HpcH/HpaI aldolase/citrate lyase family	Demethylmenaquinone methyltransferase
PF01139  PF04493  138.09651503875904  .10469864997595359	tRNA-splicing ligase RtcB	Endonuclease V
PF13087  PF13476  490.01796397628493  .09892545021635846	AAA domain	AAA domain
PF00441  PF01012  483.7301067834339   .1093418613068957	Acyl-CoA dehydrogenase, C-terminal domain	Electron transfer flavoprotein domain
PF01636  PF13087  455.02933761507563  .09458948454212239	Phosphotransferase enzyme family	AAA domain
PF01642  PF01923  248.07552010394926  .11864725505591403	Methylmalonyl-CoA mutase	Cobalamin adenosyltransferase
PF02391  PF03453  589.6026119538294   .18072193690177982	MoaE protein	MoeA N-terminal region (domain I and II)
PF00782  PF01139  135.24807770772355  .09579368131119104	Dual specificity phosphatase, catalytic domain	tRNA-splicing ligase RtcB
PF00289  PF03255  450.6189996783571   .221957945984179	Biotin carboxylase, N-terminal domain	Acetyl co-enzyme A carboxylase carboxyltransferase alpha subunit
PF02401  PF02670  597.4644647993923   .15342027376266665	LytB protein	1-deoxy-D-xylulose 5-phosphate reductoisomerase
PF02872  PF13343  421.6964680158225   .11119881514081395	5'-nucleotidase, C-terminal domain	Bacterial extracellular solute-binding protein
PF02401  PF08436  578.6721372637523   .19893328501247612	LytB protein	1-deoxy-D-xylulose 5-phosphate reductoisomerase C-terminal
PF02401  PF13288  630.561345244206    .16317243802800246	LytB protein	DXP reductoisomerase C-terminal domain
PF00939  PF02447  193.3593086758458   .07818637182167587	Sodium:sulfate symporter transmembrane region	GntP family permease
PF00034  PF07728  278.65416354926765  .1407416161083197	Cytochrome c	AAA domain (dynein-related subfamily)
PF01906  PF02652  125.5413672621723   .11126373466480685	Putative heavy-metal-binding	L-lactate permease
PF01575  PF02515  862.2604131573145   .11233661109152242	MaoC like domain	CoA-transferase family III
PF04965  PF05593  323.64121725864663  .23152898818042997	Gene 25-like lysozyme	RHS Repeat
PF02107  PF13144  284.45807279157117  .1491894111148246	Flagellar L-ring protein	Chaperone for flagella basal body P-ring formation
PF02785  PF03255  499.80839264619505  .22455499732485434	Biotin carboxylase C-terminal domain	Acetyl co-enzyme A carboxylase carboxyltransferase alpha subunit
PF01128  PF02670  964.6247981668032   .17644787101827497	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase	1-deoxy-D-xylulose 5-phosphate reductoisomerase
PF06445  PF10415  374.603079432645    .12848417762238268	GyrI-like small molecule binding domain	Fumarase C C-terminus
PF08666  PF13483  337.80940141876346  .13681435602699765	SAF domain	Beta-lactamase superfamily domain
PF01128  PF13288  998.0591049131328   .16353457619982703	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase	DXP reductoisomerase C-terminal domain
PF01128  PF08436  1039.3740418261045  .18582609043937162	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase	1-deoxy-D-xylulose 5-phosphate reductoisomerase C-terminal
PF04014  PF05016  626.9759741975361   .18046321006231686	Antidote-toxin recognition MazE, bacterial antitoxin	ParE toxin of type II toxin-antitoxin system, parDE
PF08974  PF13569  64.4020202020202    .12287396431932388	Domain of unknown function (DUF1877)	Domain of unknown function (DUF4132)
PF01379  PF13241  638.1577616897886   .18509987608838718	Porphobilinogen deaminase, dipyromethane cofactor binding domain	Putative NAD(P)-binding
PF01450  PF10369  299.453622780321    .21448921941539886	Acetohydroxy acid isomeroreductase, catalytic domain	Small subunit of acetolactate synthase
PF07991  PF10369  378.7156318921402   .20853977693797818	Acetohydroxy acid isomeroreductase, NADPH-binding domain	Small subunit of acetolactate synthase
PF01885  PF08719  165.39740578056097  .17085854847513188	RNA 2'-phosphotransferase, Tpt1 / KptA family	Domain of unknown function (DUF1768)
PF01139  PF04389  186.02783766597014  .0893420634497157	tRNA-splicing ligase RtcB	Peptidase family M28
PF00809  PF01227  476.6118030404482   .14957691086918298	Pterin binding enzyme	GTP cyclohydrolase I
PF03841  PF04216  121.74684040169858  .09494247976826109	L-seryl-tRNA selenium transferase	Protein involved in formate dehydrogenase formation
PF01928  PF06480  395.72745768483696  .1051218191199153	CYTH domain	FtsH Extracellular
PF01012  PF02770  555.8264055947707   .12464830813896635	Electron transfer flavoprotein domain	Acyl-CoA dehydrogenase, middle domain
PF01235  PF02028  497.1752267688642   .11239814086493254	Sodium:alanine symporter family	BCCT, betaine/carnitine/choline family transporter
PF00909  PF01493  503.43519409295806  .13233680399268194	Ammonium Transporter Family	GXGXG motif
PF04060  PF04246  310.2167289336262   .181878373001728	Putative Fe-S cluster	Positive regulator of sigma(E), RseC/MucC
PF01566  PF03746  264.69128144696896  .11124678169619638	Natural resistance-associated macrophage protein	LamB/YcsF family
